Model,Prompt,Tokens,TTFT (s),Avg Time/Token (s)
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,30,299.368,0.1157
llama3:8b,What are some fun icebreaker questions for team meetings?,28,299.442,0.1213
llama3:8b,How do I write a professional follow-up email after a job in...,30,299.380,0.1154
llama3:8b,What are some fun icebreaker questions for team meetings?,30,299.379,0.1154
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,58,298.509,0.0747
llama3:8b,What's the difference between anxiety and stress?,27,299.446,0.1258
llama3:8b,Can you summarize the key points of the book Atomic Habits?,31,299.374,0.1118
llama3:8b,Can you summarize the key points of the book Atomic Habits?,30,299.411,0.1124
llama3:8b,What are some tips to stay focused while studying?,31,299.302,0.1088
llama3:8b,What are some tips to stay focused while studying?,62,298.384,0.0711
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,31,299.409,0.1091
llama3:8b,Can you explain inflation in simple terms?,59,298.536,0.0737
llama3:8b,How do I write a professional follow-up email after a job in...,31,299.404,0.1121
llama3:8b,How do I write a professional follow-up email after a job in...,28,299.463,0.1225
llama3:8b,What are some tips to stay focused while studying?,31,299.407,0.1122
llama3:8b,How can I start a simple workout routine at home with no equ...,30,299.455,0.1108
llama3:8b,Can you summarize the key points of the book Atomic Habits?,30,299.456,0.1113
llama3:8b,Can you summarize the key points of the book Atomic Habits?,28,299.455,0.1194
llama3:8b,Can you explain inflation in simple terms?,61,298.439,0.0717
llama3:8b,How do I write a professional follow-up email after a job in...,42,298.925,0.0890
llama3:8b,What's the difference between anxiety and stress?,61,298.458,0.0710
llama3:8b,Can you summarize the key points of the book Atomic Habits?,28,299.411,0.1207
llama3:8b,Can you explain inflation in simple terms?,27,299.502,0.1218
llama3:8b,What are some tips to stay focused while studying?,59,298.522,0.0723
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,25,299.544,0.1303
llama3:8b,How do I negotiate my salary during a job offer?,59,298.521,0.0726
llama3:8b,How can I start a simple workout routine at home with no equ...,18,299.835,0.1654
llama3:8b,How do I negotiate my salary during a job offer?,32,299.361,0.1079
llama3:8b,How can I start a simple workout routine at home with no equ...,32,299.408,0.1115
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,40,299.072,0.0942
llama3:8b,Can you summarize the key points of the book Atomic Habits?,64,298.363,0.0693
llama3:8b,Can you explain inflation in simple terms?,31,299.392,0.1105
llama3:8b,How do I write a professional follow-up email after a job in...,29,299.453,0.1161
llama3:8b,What's the difference between anxiety and stress?,31,299.358,0.1116
llama3:8b,What are some tips to stay focused while studying?,28,299.540,0.1173
llama3:8b,Can you summarize the key points of the book Atomic Habits?,31,299.391,0.1109
llama3:8b,Can you summarize the key points of the book Atomic Habits?,31,299.399,0.1097
llama3:8b,What are some tips to stay focused while studying?,50,298.776,0.0805
llama3:8b,How do I write a professional follow-up email after a job in...,64,298.405,0.0691
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,30,299.402,0.1142
llama3:8b,What's the difference between anxiety and stress?,29,299.434,0.1173
llama3:8b,What are some fun icebreaker questions for team meetings?,32,299.406,0.1073
llama3:8b,Can you explain inflation in simple terms?,31,299.408,0.1113
llama3:8b,What's the difference between anxiety and stress?,63,298.544,0.0685
llama3:8b,What are some fun icebreaker questions for team meetings?,27,299.592,0.1211
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,51,299.408,0.0789
llama3:8b,How do I write a professional follow-up email after a job in...,58,298.589,0.0733
llama3:8b,Can you explain inflation in simple terms?,32,299.436,0.1063
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,30,299.443,0.1137
llama3:8b,How do I write a professional follow-up email after a job in...,30,299.268,0.1137
llama3:8b,What are some fun icebreaker questions for team meetings?,65,298.399,0.0686
llama3:8b,How do I negotiate my salary during a job offer?,31,299.438,0.1108
llama3:8b,How do I negotiate my salary during a job offer?,32,299.443,0.1076
llama3:8b,What are some tips to stay focused while studying?,32,299.440,0.1077
llama3:8b,How can I start a simple workout routine at home with no equ...,32,299.438,0.1083
llama3:8b,How do I write a professional follow-up email after a job in...,12,299.844,0.2347
llama3:8b,Can you explain inflation in simple terms?,28,299.489,0.1199
llama3:8b,How can I start a simple workout routine at home with no equ...,29,299.482,0.1160
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,27,299.516,0.1233
llama3:8b,Can you explain inflation in simple terms?,15,299.895,0.1968
llama3:8b,How do I write a professional follow-up email after a job in...,27,299.525,0.1234
llama3:8b,What are some fun icebreaker questions for team meetings?,63,298.465,0.0699
llama3:8b,What are some fun icebreaker questions for team meetings?,66,298.257,0.0682
llama3:8b,What's the difference between anxiety and stress?,48,299.038,0.0825
llama3:8b,What's the difference between anxiety and stress?,45,298.801,0.0862
llama3:8b,What are some fun icebreaker questions for team meetings?,30,299.432,0.1145
llama3:8b,What's the difference between anxiety and stress?,26,299.546,0.1279
llama3:8b,How do I write a professional follow-up email after a job in...,26,299.547,0.1280
llama3:8b,What's the difference between anxiety and stress?,28,299.544,0.1199
llama3:8b,What are some fun icebreaker questions for team meetings?,30,299.525,0.1128
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,29,299.296,0.1161
llama3:8b,What are some tips to stay focused while studying?,29,299.434,0.1162
llama3:8b,Can you summarize the key points of the book Atomic Habits?,29,299.634,0.1129
llama3:8b,What are some tips to stay focused while studying?,61,298.532,0.0719
llama3:8b,Can you summarize the key points of the book Atomic Habits?,30,299.639,0.1093
llama3:8b,How do I negotiate my salary during a job offer?,30,299.645,0.1100
llama3:8b,How do I write a professional follow-up email after a job in...,41,299.437,0.0929
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,40,299.636,0.0903
llama3:8b,Can you summarize the key points of the book Atomic Habits?,35,299.641,0.1030
llama3:8b,How do I write a professional follow-up email after a job in...,7,299.967,0.3986
llama3:8b,Can you summarize the key points of the book Atomic Habits?,30,299.378,0.1132
llama3:8b,What are some fun icebreaker questions for team meetings?,58,298.642,0.0712
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,55,298.518,0.0753
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,27,299.496,0.1220
llama3:8b,How can I start a simple workout routine at home with no equ...,24,299.629,0.1328
llama3:8b,How do I write a professional follow-up email after a job in...,24,299.629,0.1327
llama3:8b,What's the difference between anxiety and stress?,15,299.875,0.1963
llama3:8b,How can I start a simple workout routine at home with no equ...,19,299.818,0.1581
llama3:8b,Can you summarize the key points of the book Atomic Habits?,30,299.402,0.1139
llama3:8b,Can you summarize the key points of the book Atomic Habits?,30,299.385,0.1143
llama3:8b,Can you summarize the key points of the book Atomic Habits?,30,299.380,0.1136
llama3:8b,What are some tips to stay focused while studying?,29,299.468,0.1155
llama3:8b,How can I start a simple workout routine at home with no equ...,30,299.360,0.1144
llama3:8b,How do I write a professional follow-up email after a job in...,60,298.488,0.0723
llama3:8b,Can you explain inflation in simple terms?,31,299.361,0.1108
llama3:8b,How do I write a professional follow-up email after a job in...,29,299.419,0.1156
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,29,299.418,0.1157
llama3:8b,What are some tips to stay focused while studying?,26,299.515,0.1289
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,62,298.388,0.0723
llama3:8b,How do I negotiate my salary during a job offer?,62,298.388,0.0723
llama3:8b,How do I write a professional follow-up email after a job in...,25,299.568,0.1322
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,31,299.393,0.1122
llama3:8b,What are some tips to stay focused while studying?,30,299.399,0.1158
llama3:8b,How do I write a professional follow-up email after a job in...,9,299.939,0.3027
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,29,299.439,0.1151
llama3:8b,How do I negotiate my salary during a job offer?,28,299.459,0.1190
llama3:8b,How do I negotiate my salary during a job offer?,21,299.768,0.1450
llama3:8b,Can you summarize the key points of the book Atomic Habits?,62,298.388,0.0714
llama3:8b,Can you explain inflation in simple terms?,30,299.432,0.1128
llama3:8b,How do I negotiate my salary during a job offer?,30,299.432,0.1129
llama3:8b,How do I write a professional follow-up email after a job in...,20,299.766,0.1572
llama3:8b,What's the difference between anxiety and stress?,31,299.483,0.1116
llama3:8b,What are some fun icebreaker questions for team meetings?,58,298.440,0.0744
llama3:8b,How do I negotiate my salary during a job offer?,28,299.485,0.1175
llama3:8b,Can you summarize the key points of the book Atomic Habits?,59,298.442,0.0740
llama3:8b,What are some fun icebreaker questions for team meetings?,29,299.488,0.1145
llama3:8b,What are some fun icebreaker questions for team meetings?,32,299.348,0.1082
llama3:8b,Can you summarize the key points of the book Atomic Habits?,32,299.350,0.1082
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,27,299.498,0.1229
llama3:8b,What are some tips to stay focused while studying?,36,299.148,0.1004
llama3:8b,Can you explain inflation in simple terms?,56,298.385,0.0767
llama3:8b,What's the difference between anxiety and stress?,28,299.415,0.1196
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,30,299.346,0.1144
llama3:8b,Can you explain inflation in simple terms?,59,298.499,0.0727
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,29,299.422,0.1166
