Model,Prompt,Tokens,TTFT (s),Avg Time/Token (s)
llama3:8b,What's the difference between anxiety and stress?,467,135.278,0.0330
llama3:8b,What are some tips to stay focused while studying?,489,135.037,0.0330
llama3:8b,Can you explain inflation in simple terms?,372,139.717,0.0331
llama3:8b,How can I start a simple workout routine at home with no equ...,658,134.154,0.0328
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,506,142.578,0.0331
llama3:8b,What's the difference between anxiety and stress?,428,145.642,0.0325
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,765,135.889,0.0327
llama3:8b,Can you explain inflation in simple terms?,460,145.848,0.0329
llama3:8b,Can you explain inflation in simple terms?,414,146.795,0.0322
llama3:8b,What's the difference between anxiety and stress?,397,148.755,0.0320
llama3:8b,What are some tips to stay focused while studying?,548,146.080,0.0329
llama3:8b,What's the difference between anxiety and stress?,449,149.901,0.0320
llama3:8b,How can I start a simple workout routine at home with no equ...,566,151.244,0.0322
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,613,150.776,0.0323
llama3:8b,How do I negotiate my salary during a job offer?,530,152.138,0.0327
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,423,159.321,0.0324
llama3:8b,Can you explain inflation in simple terms?,465,160.981,0.0325
llama3:8b,How do I write a professional follow-up email after a job in...,488,160.189,0.0323
llama3:8b,How do I negotiate my salary during a job offer?,583,159.332,0.0327
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,746,154.509,0.0324
llama3:8b,How can I start a simple workout routine at home with no equ...,613,161.082,0.0328
llama3:8b,How do I negotiate my salary during a job offer?,554,163.194,0.0328
llama3:8b,How do I write a professional follow-up email after a job in...,425,169.663,0.0328
llama3:8b,Can you summarize the key points of the book Atomic Habits?,649,163.369,0.0324
llama3:8b,What are some fun icebreaker questions for team meetings?,438,173.127,0.0328
llama3:8b,How do I negotiate my salary during a job offer?,595,168.582,0.0327
llama3:8b,How do I negotiate my salary during a job offer?,578,170.862,0.0330
llama3:8b,How do I write a professional follow-up email after a job in...,500,175.115,0.0335
llama3:8b,Can you summarize the key points of the book Atomic Habits?,581,175.737,0.0336
llama3:8b,How can I start a simple workout routine at home with no equ...,552,177.167,0.0333
llama3:8b,Can you summarize the key points of the book Atomic Habits?,539,178.759,0.0325
llama3:8b,What's the difference between anxiety and stress?,453,185.530,0.0342
llama3:8b,What are some tips to stay focused while studying?,595,180.347,0.0332
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,352,189.283,0.0345
llama3:8b,How can I start a simple workout routine at home with no equ...,617,182.407,0.0333
llama3:8b,How do I negotiate my salary during a job offer?,475,189.200,0.0322
llama3:8b,What are some fun icebreaker questions for team meetings?,497,190.011,0.0335
llama3:8b,What are some tips to stay focused while studying?,511,191.532,0.0322
llama3:8b,How do I write a professional follow-up email after a job in...,619,188.886,0.0348
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,811,183.397,0.0324
llama3:8b,How do I write a professional follow-up email after a job in...,523,195.599,0.0334
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,289,206.764,0.0332
llama3:8b,What are some tips to stay focused while studying?,593,196.648,0.0346
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,491,201.491,0.0344
llama3:8b,How can I start a simple workout routine at home with no equ...,480,204.581,0.0328
llama3:8b,What are some tips to stay focused while studying?,575,201.262,0.0333
llama3:8b,Can you summarize the key points of the book Atomic Habits?,712,196.598,0.0327
llama3:8b,Can you summarize the key points of the book Atomic Habits?,561,203.059,0.0333
llama3:8b,What are some tips to stay focused while studying?,488,207.820,0.0329
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,731,201.121,0.0341
llama3:8b,Can you explain inflation in simple terms?,477,210.059,0.0329
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,315,219.119,0.0324
llama3:8b,What are some fun icebreaker questions for team meetings?,397,217.487,0.0333
llama3:8b,What's the difference between anxiety and stress?,546,214.503,0.0329
llama3:8b,What are some tips to stay focused while studying?,546,216.474,0.0330
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,300,224.818,0.0319
llama3:8b,What's the difference between anxiety and stress?,501,219.175,0.0329
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,339,225.143,0.0333
llama3:8b,What are some fun icebreaker questions for team meetings?,390,223.910,0.0318
llama3:8b,Can you summarize the key points of the book Atomic Habits?,522,219.603,0.0321
llama3:8b,How do I negotiate my salary during a job offer?,495,229.609,0.0334
llama3:8b,What are some tips to stay focused while studying?,531,228.654,0.0319
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,816,220.814,0.0328
llama3:8b,What's the difference between anxiety and stress?,436,233.583,0.0327
llama3:8b,How do I negotiate my salary during a job offer?,529,230.781,0.0332
llama3:8b,Can you explain inflation in simple terms?,464,234.544,0.0315
llama3:8b,How do I negotiate my salary during a job offer?,512,233.326,0.0331
llama3:8b,Can you explain inflation in simple terms?,446,235.701,0.0316
llama3:8b,Can you summarize the key points of the book Atomic Habits?,594,232.544,0.0329
llama3:8b,Can you summarize the key points of the book Atomic Habits?,557,236.435,0.0317
llama3:8b,Can you summarize the key points of the book Atomic Habits?,588,236.489,0.0329
llama3:8b,Can you summarize the key points of the book Atomic Habits?,637,237.064,0.0332
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,349,247.663,0.0334
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,351,249.279,0.0324
llama3:8b,What are some tips to stay focused while studying?,468,245.670,0.0321
llama3:8b,What are some fun icebreaker questions for team meetings?,458,247.672,0.0332
llama3:8b,What are some tips to stay focused while studying?,577,248.183,0.0321
llama3:8b,What's the difference between anxiety and stress?,411,253.513,0.0326
llama3:8b,How do I negotiate my salary during a job offer?,540,250.360,0.0322
llama3:8b,Can you summarize the key points of the book Atomic Habits?,408,255.527,0.0322
llama3:8b,How do I write a professional follow-up email after a job in...,598,249.886,0.0325
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,784,244.916,0.0324
llama3:8b,Can you explain inflation in simple terms?,360,260.737,0.0325
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,699,250.812,0.0328
llama3:8b,How do I write a professional follow-up email after a job in...,469,259.075,0.0324
llama3:8b,What are some fun icebreaker questions for team meetings?,453,263.179,0.0327
llama3:8b,How do I write a professional follow-up email after a job in...,744,257.295,0.0326
llama3:8b,What are some tips to stay focused while studying?,515,268.047,0.0338
llama3:8b,How do I negotiate my salary during a job offer?,571,266.959,0.0326
llama3:8b,How do I negotiate my salary during a job offer?,560,268.152,0.0339
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,537,269.055,0.0340
llama3:8b,What are some tips to stay focused while studying?,536,269.399,0.0326
llama3:8b,How do I negotiate my salary during a job offer?,600,269.698,0.0338
llama3:8b,What's the difference between anxiety and stress?,534,272.528,0.0327
llama3:8b,Can you explain inflation in simple terms?,374,278.182,0.0326
llama3:8b,Can you summarize the key points of the book Atomic Habits?,548,274.400,0.0328
llama3:8b,What's the difference between anxiety and stress?,460,281.335,0.0328
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,692,273.770,0.0329
llama3:8b,What are some tips to stay focused while studying?,572,278.102,0.0328
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,340,285.770,0.0329
llama3:8b,Can you explain inflation in simple terms?,418,286.342,0.0325
llama3:8b,What's the difference between anxiety and stress?,339,292.414,0.0406
llama3:8b,How can I start a simple workout routine at home with no equ...,227,295.832,0.0443
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,611,283.532,0.0366
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,228,295.948,0.0443
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,535,286.305,0.0369
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,422,289.989,0.0381
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,114,299.936,0.0537
llama3:8b,How do I write a professional follow-up email after a job in...,229,295.953,0.0441
llama3:8b,How can I start a simple workout routine at home with no equ...,14,303.105,0.2111
llama3:8b,How can I start a simple workout routine at home with no equ...,213,296.933,0.0429
llama3:8b,How can I start a simple workout routine at home with no equ...,6,303.379,0.4473
llama3:8b,How do I write a professional follow-up email after a job in...,408,290.485,0.0382
llama3:8b,How can I start a simple workout routine at home with no equ...,421,290.063,0.0381
llama3:8b,How can I start a simple workout routine at home with no equ...,6,304.417,0.4453
llama3:8b,How do I negotiate my salary during a job offer?,5,304.420,0.5338
llama3:8b,How do I write a professional follow-up email after a job in...,4,304.487,0.6523
llama3:8b,What's the difference between anxiety and stress?,6,304.400,0.4500
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,5,304.464,0.5264
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,6,304.395,0.4505
llama3:8b,Can you summarize the key points of the book Atomic Habits?,8,304.364,0.3418
llama3:8b,How do I write a professional follow-up email after a job in...,4,304.490,0.6524
llama3:8b,How do I write a professional follow-up email after a job in...,5,304.470,0.5281
llama3:8b,What are some fun icebreaker questions for team meetings?,13,302.997,0.2240
llama3:8b,How can I start a simple workout routine at home with no equ...,10,303.102,0.2813
llama3:8b,What's the difference between anxiety and stress?,13,303.005,0.2244
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,10,303.099,0.2810
llama3:8b,How do I write a professional follow-up email after a job in...,15,302.958,0.1964
llama3:8b,What's the difference between anxiety and stress?,24,302.661,0.1356
llama3:8b,How can I start a simple workout routine at home with no equ...,28,304.422,0.1205
llama3:8b,What are some fun icebreaker questions for team meetings?,20,302.986,0.1556
llama3:8b,How can I start a simple workout routine at home with no equ...,4,303.481,0.6520
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,20,304.670,0.1565
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,20,302.979,0.1566
llama3:8b,How can I start a simple workout routine at home with no equ...,3,303.605,0.8281
llama3:8b,Can you summarize the key points of the book Atomic Habits?,3,303.531,0.8610
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,23,302.876,0.1402
llama3:8b,What are some fun icebreaker questions for team meetings?,22,302.792,0.1449
llama3:8b,Can you explain inflation in simple terms?,25,302.720,0.1304
llama3:8b,Can you explain inflation in simple terms?,25,302.748,0.1305
llama3:8b,How do I write a professional follow-up email after a job in...,22,302.828,0.1449
llama3:8b,How do I negotiate my salary during a job offer?,23,302.796,0.1393
llama3:8b,How can I start a simple workout routine at home with no equ...,23,302.812,0.1388
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,19,302.928,0.1627
llama3:8b,What's the difference between anxiety and stress?,23,302.792,0.1388
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,22,302.836,0.1448
llama3:8b,What's the difference between anxiety and stress?,22,302.825,0.1452
llama3:8b,How can I start a simple workout routine at home with no equ...,22,302.804,0.1451
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,20,302.884,0.1554
llama3:8b,How do I write a professional follow-up email after a job in...,1,303.660,2.5082
llama3:8b,What are some tips to stay focused while studying?,2,303.723,1.2822
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,1,303.757,2.5312
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,4,303.736,0.6496
llama3:8b,What's the difference between anxiety and stress?,3,303.737,0.8554
llama3:8b,Can you summarize the key points of the book Atomic Habits?,3,303.739,0.8531
llama3:8b,Can you summarize the key points of the book Atomic Habits?,2,303.767,1.2710
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,3,303.736,0.8621
llama3:8b,What are some fun icebreaker questions for team meetings?,3,303.754,0.8571
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,6,303.723,0.4503
llama3:8b,How can I start a simple workout routine at home with no equ...,2,303.900,1.2722
llama3:8b,Can you explain inflation in simple terms?,19,302.910,0.1620
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,21,302.844,0.1497
llama3:8b,What are some fun icebreaker questions for team meetings?,21,302.845,0.1497
llama3:8b,What's the difference between anxiety and stress?,19,302.906,0.1622
llama3:8b,How do I negotiate my salary during a job offer?,17,302.960,0.1773
llama3:8b,How do I write a professional follow-up email after a job in...,16,303.005,0.1870
llama3:8b,How do I write a professional follow-up email after a job in...,18,302.962,0.1680
llama3:8b,Can you explain inflation in simple terms?,12,303.159,0.2358
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,20,302.914,0.1540
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,20,302.914,0.1540
llama3:8b,How do I write a professional follow-up email after a job in...,18,302.984,0.1678
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,18,302.982,0.1679
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,1,303.556,2.5050
llama3:8b,What's the difference between anxiety and stress?,1,303.709,2.5006
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,4,303.696,0.6538
llama3:8b,How can I start a simple workout routine at home with no equ...,2,303.742,1.2816
llama3:8b,How can I start a simple workout routine at home with no equ...,2,303.743,1.2856
llama3:8b,How can I start a simple workout routine at home with no equ...,2,303.748,1.2818
llama3:8b,What are some tips to stay focused while studying?,4,303.722,0.6488
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,9,303.728,0.3075
llama3:8b,How can I start a simple workout routine at home with no equ...,9,303.729,0.3077
llama3:8b,How do I write a professional follow-up email after a job in...,10,303.712,0.2788
llama3:8b,What are some tips to stay focused while studying?,4,303.878,0.6563
llama3:8b,Can you summarize the key points of the book Atomic Habits?,3,303.923,0.8635
llama3:8b,Can you explain inflation in simple terms?,4,303.874,0.6562
llama3:8b,What's the difference between anxiety and stress?,2,303.972,1.2663
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,3,303.915,0.8635
llama3:8b,How do I write a professional follow-up email after a job in...,10,303.714,0.2797
llama3:8b,Can you summarize the key points of the book Atomic Habits?,8,303.783,0.3417
llama3:8b,What are some tips to stay focused while studying?,5,303.888,0.5272
llama3:8b,Can you summarize the key points of the book Atomic Habits?,6,303.872,0.4436
llama3:8b,How do I write a professional follow-up email after a job in...,1,304.221,2.4497
llama3:8b,Can you summarize the key points of the book Atomic Habits?,6,303.234,0.4384
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,6,303.224,0.4383
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,5,303.217,0.5256
llama3:8b,How can I start a simple workout routine at home with no equ...,6,303.219,0.4379
llama3:8b,Can you explain inflation in simple terms?,2,303.301,1.2713
llama3:8b,Can you explain inflation in simple terms?,6,303.225,0.4379
llama3:8b,How do I negotiate my salary during a job offer?,8,303.135,0.3411
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,8,303.129,0.3418
llama3:8b,How can I start a simple workout routine at home with no equ...,8,303.216,0.3303
llama3:8b,How do I write a professional follow-up email after a job in...,3,303.264,0.8726
llama3:8b,How can I start a simple workout routine at home with no equ...,8,303.114,0.3421
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,3,303.249,0.8705
llama3:8b,How do I negotiate my salary during a job offer?,3,302.456,0.8605
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,3,303.444,0.8657
llama3:8b,Can you summarize the key points of the book Atomic Habits?,2,303.475,1.2778
llama3:8b,How do I write a professional follow-up email after a job in...,1,303.545,2.5056
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,1,303.518,2.5299
llama3:8b,How can I start a simple workout routine at home with no equ...,4,303.405,0.6550
llama3:8b,What are some tips to stay focused while studying?,1,303.488,2.5356
llama3:8b,Can you summarize the key points of the book Atomic Habits?,3,303.489,0.8544
llama3:8b,Can you summarize the key points of the book Atomic Habits?,3,303.487,0.8541
llama3:8b,How can I start a simple workout routine at home with no equ...,21,302.838,0.1485
llama3:8b,What are some fun icebreaker questions for team meetings?,21,302.845,0.1488
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,19,302.864,0.1636
llama3:8b,What's the difference between anxiety and stress?,21,302.824,0.1488
llama3:8b,What are some tips to stay focused while studying?,21,302.816,0.1489
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,21,302.840,0.1489
llama3:8b,How do I write a professional follow-up email after a job in...,21,302.828,0.1488
llama3:8b,How can I start a simple workout routine at home with no equ...,19,302.865,0.1633
llama3:8b,How do I write a professional follow-up email after a job in...,17,302.931,0.1787
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,15,303.032,0.1965
llama3:8b,How can I start a simple workout routine at home with no equ...,24,302.840,0.1352
llama3:8b,What are some tips to stay focused while studying?,1,303.538,2.5474
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,1,303.532,2.5460
llama3:8b,How do I negotiate my salary during a job offer?,2,303.524,1.2766
llama3:8b,What are some tips to stay focused while studying?,1,303.540,2.5558
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,1,303.523,2.5567
llama3:8b,What's the difference between anxiety and stress?,2,303.531,1.2781
llama3:8b,How do I write a professional follow-up email after a job in...,3,303.658,0.8642
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,6,303.637,0.4464
llama3:8b,What are some fun icebreaker questions for team meetings?,5,303.691,0.5430
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,4,303.792,0.6536
llama3:8b,What's the difference between anxiety and stress?,20,302.801,0.1526
llama3:8b,What are some tips to stay focused while studying?,22,302.803,0.1388
llama3:8b,Can you explain inflation in simple terms?,22,302.794,0.1390
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,22,302.677,0.1435
llama3:8b,What are some fun icebreaker questions for team meetings?,22,302.800,0.1392
llama3:8b,How do I write a professional follow-up email after a job in...,15,302.924,0.1956
llama3:8b,What are some tips to stay focused while studying?,22,302.710,0.1435
llama3:8b,How do I write a professional follow-up email after a job in...,21,302.702,0.1507
llama3:8b,What's the difference between anxiety and stress?,15,302.914,0.1959
llama3:8b,Can you summarize the key points of the book Atomic Habits?,20,302.794,0.1535
llama3:8b,How do I write a professional follow-up email after a job in...,18,302.819,0.1698
llama3:8b,How do I write a professional follow-up email after a job in...,15,302.908,0.1970
llama3:8b,How do I negotiate my salary during a job offer?,3,303.522,0.8607
llama3:8b,How do I negotiate my salary during a job offer?,6,303.436,0.4441
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,2,303.573,1.2692
llama3:8b,How do I negotiate my salary during a job offer?,6,303.430,0.4447
llama3:8b,What are some fun icebreaker questions for team meetings?,3,302.557,0.8598
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,4,303.516,0.6500
llama3:8b,What's the difference between anxiety and stress?,3,302.544,0.8629
llama3:8b,How do I negotiate my salary during a job offer?,4,302.523,0.6532
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,4,303.493,0.6511
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,3,303.504,0.8668
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,1,302.594,2.5268
llama3:8b,How can I start a simple workout routine at home with no equ...,1,301.693,2.5090
llama3:8b,How do I negotiate my salary during a job offer?,2,303.671,1.2679
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,1,301.724,2.5282
llama3:8b,Can you explain inflation in simple terms?,3,300.258,0.9837
llama3:8b,How do I write a professional follow-up email after a job in...,3,300.272,0.9784
llama3:8b,How can I start a simple workout routine at home with no equ...,3,300.442,0.9371
llama3:8b,How can I start a simple workout routine at home with no equ...,1,301.101,3.1171
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,2,300.488,1.3837
llama3:8b,How do I negotiate my salary during a job offer?,8,300.386,0.3603
llama3:8b,How do I negotiate my salary during a job offer?,4,300.399,0.7174
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,1,300.533,2.7399
llama3:8b,How can I start a simple workout routine at home with no equ...,1,300.496,2.7762
llama3:8b,How do I negotiate my salary during a job offer?,1,300.504,2.7703
llama3:8b,How do I negotiate my salary during a job offer?,2,300.474,1.3914
llama3:8b,How can I start a simple workout routine at home with no equ...,1,300.500,2.7773
llama3:8b,How do I write a professional follow-up email after a job in...,1,300.480,2.7778
llama3:8b,How do I write a professional follow-up email after a job in...,3,300.424,0.9448
llama3:8b,Can you summarize the key points of the book Atomic Habits?,3,300.712,0.8662
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,4,300.719,0.6541
llama3:8b,How do I write a professional follow-up email after a job in...,5,300.691,0.5290
llama3:8b,How do I write a professional follow-up email after a job in...,4,300.735,0.6500
llama3:8b,What are some fun icebreaker questions for team meetings?,1,300.405,2.9636
llama3:8b,How do I negotiate my salary during a job offer?,2,300.406,1.5627
