Model,Prompt,Tokens,TTFT (s),Avg Time/Token (s)
gemma3:4b,What are some fun icebreaker questions for team meetings?,1059,261.446,0.0194
gemma3:4b,What's the difference between anxiety and stress?,841,269.728,0.0194
gemma3:4b,How do I negotiate my salary during a job offer?,1270,254.773,0.0199
gemma3:4b,Can you explain inflation in simple terms?,486,278.263,0.0200
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,835,273.178,0.0199
gemma3:4b,What are some fun icebreaker questions for team meetings?,1006,270.876,0.0195
gemma3:4b,What's the difference between anxiety and stress?,863,267.732,0.0201
gemma3:4b,Can you explain inflation in simple terms?,535,280.195,0.0190
gemma3:4b,Can you explain inflation in simple terms?,507,288.016,0.0198
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,811,277.790,0.0193
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1153,272.873,0.0192
gemma3:4b,Can you explain inflation in simple terms?,527,289.862,0.0198
gemma3:4b,What are some fun icebreaker questions for team meetings?,117,298.122,0.0411
gemma3:4b,How can I start a simple workout routine at home with no equ...,956,278.986,0.0191
gemma3:4b,What's the difference between anxiety and stress?,55,299.362,0.0646
gemma3:4b,How do I write a professional follow-up email after a job in...,825,284.117,0.0227
gemma3:4b,How can I start a simple workout routine at home with no equ...,97,298.520,0.0449
gemma3:4b,What's the difference between anxiety and stress?,551,289.536,0.0243
gemma3:4b,What are some fun icebreaker questions for team meetings?,49,299.479,0.0710
gemma3:4b,What are some fun icebreaker questions for team meetings?,47,299.438,0.0721
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,49,299.407,0.0698
gemma3:4b,Can you explain inflation in simple terms?,51,299.467,0.0679
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,96,298.510,0.0450
gemma3:4b,Can you explain inflation in simple terms?,48,299.435,0.0709
gemma3:4b,What's the difference between anxiety and stress?,45,299.563,0.0742
gemma3:4b,What are some tips to stay focused while studying?,45,299.507,0.0739
gemma3:4b,What are some fun icebreaker questions for team meetings?,106,298.392,0.0423
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,49,299.503,0.0695
gemma3:4b,What are some fun icebreaker questions for team meetings?,54,299.415,0.0648
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,353,293.449,0.0268
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,2,300.397,1.2636
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,45,299.495,0.0739
gemma3:4b,What's the difference between anxiety and stress?,46,299.382,0.0727
gemma3:4b,How do I negotiate my salary during a job offer?,375,293.016,0.0264
gemma3:4b,How can I start a simple workout routine at home with no equ...,620,288.431,0.0234
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,48,299.486,0.0717
gemma3:4b,What's the difference between anxiety and stress?,52,299.448,0.0669
gemma3:4b,What are some fun icebreaker questions for team meetings?,161,297.291,0.0350
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,3,300.167,0.8519
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,100,298.453,0.0437
gemma3:4b,How do I negotiate my salary during a job offer?,45,299.521,0.0743
gemma3:4b,How can I start a simple workout routine at home with no equ...,46,299.498,0.0738
gemma3:4b,What's the difference between anxiety and stress?,47,299.504,0.0725
gemma3:4b,How do I negotiate my salary during a job offer?,48,299.524,0.0707
gemma3:4b,Can you explain inflation in simple terms?,49,299.530,0.0695
gemma3:4b,What are some fun icebreaker questions for team meetings?,44,299.467,0.0760
gemma3:4b,How do I negotiate my salary during a job offer?,49,299.449,0.0695
gemma3:4b,How do I write a professional follow-up email after a job in...,1071,279.032,0.0223
gemma3:4b,How do I negotiate my salary during a job offer?,49,299.474,0.0701
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,49,299.488,0.0699
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,769,285.110,0.0232
gemma3:4b,How do I negotiate my salary during a job offer?,106,298.456,0.0422
gemma3:4b,What's the difference between anxiety and stress?,1,300.431,2.5055
gemma3:4b,Can you explain inflation in simple terms?,100,298.466,0.0438
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,55,299.394,0.0635
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,150,297.583,0.0355
gemma3:4b,What's the difference between anxiety and stress?,49,299.494,0.0699
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,107,298.442,0.0419
gemma3:4b,What are some tips to stay focused while studying?,53,299.449,0.0658
gemma3:4b,Can you explain inflation in simple terms?,48,299.530,0.0709
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,51,299.474,0.0680
gemma3:4b,What are some fun icebreaker questions for team meetings?,1,300.417,2.5238
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,52,299.498,0.0667
gemma3:4b,What are some tips to stay focused while studying?,103,298.419,0.0427
gemma3:4b,What are some tips to stay focused while studying?,45,299.489,0.0744
gemma3:4b,How do I write a professional follow-up email after a job in...,47,299.522,0.0714
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,53,299.436,0.0654
gemma3:4b,Can you explain inflation in simple terms?,49,299.475,0.0702
gemma3:4b,Can you explain inflation in simple terms?,54,299.436,0.0645
gemma3:4b,What are some tips to stay focused while studying?,50,299.486,0.0688
gemma3:4b,What are some tips to stay focused while studying?,2,300.393,1.2711
gemma3:4b,What's the difference between anxiety and stress?,39,299.495,0.0828
gemma3:4b,What's the difference between anxiety and stress?,89,298.522,0.0473
gemma3:4b,What's the difference between anxiety and stress?,46,299.504,0.0722
gemma3:4b,How do I write a professional follow-up email after a job in...,46,299.509,0.0723
gemma3:4b,What's the difference between anxiety and stress?,53,299.392,0.0661
gemma3:4b,Can you explain inflation in simple terms?,48,299.485,0.0715
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,2,300.383,1.2649
gemma3:4b,What are some fun icebreaker questions for team meetings?,100,298.471,0.0446
gemma3:4b,What are some fun icebreaker questions for team meetings?,102,298.486,0.0436
gemma3:4b,What are some fun icebreaker questions for team meetings?,53,299.448,0.0658
gemma3:4b,What are some tips to stay focused while studying?,50,299.471,0.0693
gemma3:4b,Can you explain inflation in simple terms?,4,300.382,0.6413
gemma3:4b,What's the difference between anxiety and stress?,56,299.250,0.0636
gemma3:4b,How do I negotiate my salary during a job offer?,46,299.469,0.0735
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,61,299.260,0.0594
gemma3:4b,How do I write a professional follow-up email after a job in...,48,299.510,0.0707
gemma3:4b,What are some tips to stay focused while studying?,51,299.516,0.0668
gemma3:4b,What are some tips to stay focused while studying?,53,299.463,0.0654
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,51,299.517,0.0670
gemma3:4b,How do I negotiate my salary during a job offer?,54,299.464,0.0643
gemma3:4b,What's the difference between anxiety and stress?,49,299.503,0.0704
gemma3:4b,What's the difference between anxiety and stress?,22,299.810,0.1325
gemma3:4b,What are some fun icebreaker questions for team meetings?,42,299.547,0.0780
gemma3:4b,How do I negotiate my salary during a job offer?,95,298.513,0.0456
gemma3:4b,How can I start a simple workout routine at home with no equ...,54,299.406,0.0646
gemma3:4b,How do I write a professional follow-up email after a job in...,50,299.499,0.0682
gemma3:4b,How can I start a simple workout routine at home with no equ...,51,299.497,0.0673
gemma3:4b,What are some fun icebreaker questions for team meetings?,53,299.412,0.0663
gemma3:4b,How can I start a simple workout routine at home with no equ...,97,298.571,0.0440
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,102,298.453,0.0431
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,49,299.465,0.0695
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,77,298.941,0.0513
gemma3:4b,What's the difference between anxiety and stress?,52,299.467,0.0664
gemma3:4b,What are some tips to stay focused while studying?,48,299.464,0.0720
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,52,299.484,0.0662
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,1,300.420,2.5122
gemma3:4b,How can I start a simple workout routine at home with no equ...,54,299.417,0.0651
gemma3:4b,Can you explain inflation in simple terms?,7,300.108,0.3740
gemma3:4b,Can you explain inflation in simple terms?,11,300.032,0.2464
gemma3:4b,Can you explain inflation in simple terms?,95,298.463,0.0460
gemma3:4b,How can I start a simple workout routine at home with no equ...,44,299.496,0.0760
gemma3:4b,What are some fun icebreaker questions for team meetings?,48,299.492,0.0705
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,155,297.518,0.0347
gemma3:4b,What are some tips to stay focused while studying?,56,299.402,0.0628
gemma3:4b,What are some tips to stay focused while studying?,41,299.658,0.0794
gemma3:4b,How can I start a simple workout routine at home with no equ...,48,299.517,0.0711
gemma3:4b,How do I write a professional follow-up email after a job in...,52,299.483,0.0663
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,40,299.510,0.0805
gemma3:4b,Can you explain inflation in simple terms?,46,299.472,0.0727
gemma3:4b,Can you explain inflation in simple terms?,46,299.482,0.0727
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,104,298.435,0.0426
gemma3:4b,How do I negotiate my salary during a job offer?,45,299.567,0.0742
gemma3:4b,What are some fun icebreaker questions for team meetings?,50,299.433,0.0696
gemma3:4b,How do I write a professional follow-up email after a job in...,50,299.511,0.0681
gemma3:4b,What's the difference between anxiety and stress?,9,300.270,0.2943
gemma3:4b,How do I negotiate my salary during a job offer?,1,300.412,2.5073
gemma3:4b,How do I write a professional follow-up email after a job in...,89,298.755,0.0469
gemma3:4b,What are some fun icebreaker questions for team meetings?,2,300.395,1.2666
gemma3:4b,What are some fun icebreaker questions for team meetings?,5,300.145,0.5154
gemma3:4b,What are some tips to stay focused while studying?,99,298.498,0.0438
gemma3:4b,What's the difference between anxiety and stress?,46,299.492,0.0728
gemma3:4b,What's the difference between anxiety and stress?,46,299.560,0.0723
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,52,299.446,0.0665
gemma3:4b,How do I negotiate my salary during a job offer?,53,299.445,0.0655
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,46,299.564,0.0729
gemma3:4b,How can I start a simple workout routine at home with no equ...,48,299.525,0.0708
gemma3:4b,How do I negotiate my salary during a job offer?,145,297.421,0.0366
gemma3:4b,What's the difference between anxiety and stress?,48,299.446,0.0702
gemma3:4b,Can you explain inflation in simple terms?,94,298.633,0.0446
gemma3:4b,How do I negotiate my salary during a job offer?,99,298.499,0.0445
gemma3:4b,What's the difference between anxiety and stress?,52,299.445,0.0665
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,55,299.392,0.0640
gemma3:4b,How can I start a simple workout routine at home with no equ...,5,300.329,0.5161
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,50,299.506,0.0683
gemma3:4b,Can you explain inflation in simple terms?,51,299.483,0.0674
gemma3:4b,How do I write a professional follow-up email after a job in...,3,300.387,0.8478
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,45,299.474,0.0744
gemma3:4b,Can you explain inflation in simple terms?,47,299.475,0.0722
gemma3:4b,What are some tips to stay focused while studying?,53,299.429,0.0652
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,51,299.447,0.0676
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,47,299.547,0.0717
gemma3:4b,What are some tips to stay focused while studying?,49,299.472,0.0703
gemma3:4b,How do I negotiate my salary during a job offer?,43,299.622,0.0767
gemma3:4b,What are some tips to stay focused while studying?,150,297.486,0.0356
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,52,299.381,0.0666
gemma3:4b,How do I negotiate my salary during a job offer?,47,299.509,0.0720
gemma3:4b,How do I negotiate my salary during a job offer?,50,299.452,0.0690
gemma3:4b,How can I start a simple workout routine at home with no equ...,109,298.427,0.0411
gemma3:4b,Can you explain inflation in simple terms?,53,299.471,0.0653
gemma3:4b,How do I write a professional follow-up email after a job in...,97,298.444,0.0450
gemma3:4b,What's the difference between anxiety and stress?,43,299.512,0.0772
gemma3:4b,Can you explain inflation in simple terms?,101,298.482,0.0436
gemma3:4b,Can you explain inflation in simple terms?,99,298.537,0.0440
gemma3:4b,What's the difference between anxiety and stress?,2,300.386,1.2603
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,52,299.462,0.0663
gemma3:4b,How do I write a professional follow-up email after a job in...,207,296.517,0.0310
gemma3:4b,What are some fun icebreaker questions for team meetings?,43,299.507,0.0771
gemma3:4b,Can you explain inflation in simple terms?,41,299.552,0.0800
gemma3:4b,How do I write a professional follow-up email after a job in...,102,298.491,0.0431
gemma3:4b,Can you explain inflation in simple terms?,2,300.355,1.2697
gemma3:4b,What are some fun icebreaker questions for team meetings?,100,298.549,0.0436
gemma3:4b,How do I write a professional follow-up email after a job in...,108,298.386,0.0419
gemma3:4b,What are some fun icebreaker questions for team meetings?,103,298.561,0.0423
gemma3:4b,What are some fun icebreaker questions for team meetings?,5,300.352,0.5161
gemma3:4b,How do I write a professional follow-up email after a job in...,100,298.509,0.0431
gemma3:4b,How can I start a simple workout routine at home with no equ...,97,298.501,0.0445
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,104,298.386,0.0433
gemma3:4b,Can you explain inflation in simple terms?,51,299.449,0.0676
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,101,298.476,0.0439
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,48,299.522,0.0708
gemma3:4b,What's the difference between anxiety and stress?,48,299.538,0.0706
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,100,298.451,0.0437
gemma3:4b,How do I negotiate my salary during a job offer?,101,298.461,0.0432
gemma3:4b,Can you explain inflation in simple terms?,49,299.472,0.0697
gemma3:4b,Can you explain inflation in simple terms?,49,299.484,0.0699
gemma3:4b,How can I start a simple workout routine at home with no equ...,56,299.387,0.0627
gemma3:4b,How do I negotiate my salary during a job offer?,51,299.502,0.0673
gemma3:4b,Can you explain inflation in simple terms?,56,299.388,0.0633
gemma3:4b,How do I write a professional follow-up email after a job in...,103,298.508,0.0430
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,3,300.373,0.8553
gemma3:4b,What's the difference between anxiety and stress?,47,299.449,0.0718
gemma3:4b,How do I write a professional follow-up email after a job in...,48,299.471,0.0702
gemma3:4b,How do I write a professional follow-up email after a job in...,103,298.472,0.0428
gemma3:4b,What are some fun icebreaker questions for team meetings?,51,299.477,0.0674
gemma3:4b,How do I negotiate my salary during a job offer?,101,298.481,0.0439
gemma3:4b,Can you explain inflation in simple terms?,50,299.479,0.0689
gemma3:4b,What's the difference between anxiety and stress?,54,299.442,0.0648
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,45,299.461,0.0746
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,47,299.464,0.0720
gemma3:4b,What are some tips to stay focused while studying?,105,298.475,0.0420
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,51,299.456,0.0676
gemma3:4b,What are some fun icebreaker questions for team meetings?,105,298.482,0.0421
gemma3:4b,How do I write a professional follow-up email after a job in...,47,299.521,0.0722
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,52,299.454,0.0668
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,147,297.467,0.0364
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,53,299.398,0.0655
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,104,298.464,0.0427
gemma3:4b,What are some tips to stay focused while studying?,51,299.479,0.0674
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,100,298.477,0.0446
gemma3:4b,What are some tips to stay focused while studying?,49,299.549,0.0690
gemma3:4b,What are some tips to stay focused while studying?,52,299.499,0.0661
gemma3:4b,Can you explain inflation in simple terms?,3,300.381,0.8518
gemma3:4b,What are some fun icebreaker questions for team meetings?,53,299.465,0.0655
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,29,299.692,0.1045
gemma3:4b,How do I write a professional follow-up email after a job in...,101,298.465,0.0433
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,48,299.500,0.0702
gemma3:4b,How can I start a simple workout routine at home with no equ...,46,299.498,0.0737
gemma3:4b,What are some tips to stay focused while studying?,51,299.507,0.0669
gemma3:4b,What are some fun icebreaker questions for team meetings?,47,299.508,0.0728
gemma3:4b,How do I write a professional follow-up email after a job in...,53,299.476,0.0651
gemma3:4b,What's the difference between anxiety and stress?,47,299.566,0.0717
gemma3:4b,What's the difference between anxiety and stress?,60,299.159,0.0597
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,48,299.433,0.0705
gemma3:4b,What are some fun icebreaker questions for team meetings?,8,300.199,0.3297
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,150,297.597,0.0353
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,104,298.484,0.0426
gemma3:4b,How do I negotiate my salary during a job offer?,3,300.376,0.8502
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,3,300.379,0.8518
gemma3:4b,How can I start a simple workout routine at home with no equ...,50,299.455,0.0695
gemma3:4b,What are some fun icebreaker questions for team meetings?,45,299.556,0.0750
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,56,299.400,0.0630
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,51,299.495,0.0675
gemma3:4b,How can I start a simple workout routine at home with no equ...,23,299.802,0.1271
gemma3:4b,How do I write a professional follow-up email after a job in...,42,299.500,0.0791
gemma3:4b,How can I start a simple workout routine at home with no equ...,46,299.493,0.0726
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,43,299.567,0.0777
gemma3:4b,How do I negotiate my salary during a job offer?,51,299.490,0.0670
gemma3:4b,What are some fun icebreaker questions for team meetings?,27,299.928,0.1103
gemma3:4b,What are some tips to stay focused while studying?,1,300.430,2.5067
gemma3:4b,How can I start a simple workout routine at home with no equ...,24,299.791,0.1224
gemma3:4b,What are some fun icebreaker questions for team meetings?,46,299.471,0.0728
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,158,297.451,0.0340
gemma3:4b,How do I negotiate my salary during a job offer?,157,297.503,0.0341
gemma3:4b,What are some fun icebreaker questions for team meetings?,48,299.473,0.0714
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,105,298.493,0.0421
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,106,298.446,0.0422
gemma3:4b,How can I start a simple workout routine at home with no equ...,97,298.620,0.0444
gemma3:4b,How do I negotiate my salary during a job offer?,19,300.084,0.1497
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,52,299.471,0.0665
gemma3:4b,How can I start a simple workout routine at home with no equ...,47,299.453,0.0717
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,48,299.450,0.0708
gemma3:4b,What are some tips to stay focused while studying?,48,299.489,0.0705
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,51,299.449,0.0675
gemma3:4b,What are some fun icebreaker questions for team meetings?,51,299.470,0.0674
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,51,299.468,0.0676
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,1,300.410,2.5106
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,98,298.539,0.0447
gemma3:4b,Can you explain inflation in simple terms?,50,299.473,0.0691
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,20,299.846,0.1440
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,54,299.390,0.0647
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,51,299.486,0.0675
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,109,298.420,0.0413
gemma3:4b,How do I write a professional follow-up email after a job in...,49,299.483,0.0703
gemma3:4b,How do I write a professional follow-up email after a job in...,109,298.437,0.0413
gemma3:4b,How can I start a simple workout routine at home with no equ...,53,299.461,0.0656
gemma3:4b,How do I negotiate my salary during a job offer?,95,298.475,0.0448
gemma3:4b,What are some tips to stay focused while studying?,42,299.544,0.0778
gemma3:4b,What's the difference between anxiety and stress?,47,299.499,0.0718
gemma3:4b,How do I negotiate my salary during a job offer?,103,298.476,0.0428
gemma3:4b,What are some fun icebreaker questions for team meetings?,2,300.374,1.2652
gemma3:4b,Can you explain inflation in simple terms?,45,299.538,0.0749
gemma3:4b,Can you explain inflation in simple terms?,102,298.513,0.0431
gemma3:4b,Can you explain inflation in simple terms?,47,299.561,0.0715
gemma3:4b,How do I write a professional follow-up email after a job in...,6,300.317,0.4347
gemma3:4b,What are some fun icebreaker questions for team meetings?,43,299.612,0.0772
gemma3:4b,What are some fun icebreaker questions for team meetings?,49,299.446,0.0688
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,48,299.474,0.0702
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,50,299.458,0.0686
gemma3:4b,How do I negotiate my salary during a job offer?,50,299.451,0.0690
gemma3:4b,What are some fun icebreaker questions for team meetings?,53,299.445,0.0654
gemma3:4b,What are some tips to stay focused while studying?,51,299.471,0.0675
gemma3:4b,How do I negotiate my salary during a job offer?,48,299.508,0.0710
gemma3:4b,How do I negotiate my salary during a job offer?,3,300.395,0.8465
gemma3:4b,How do I write a professional follow-up email after a job in...,53,299.449,0.0660
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,47,299.451,0.0716
gemma3:4b,How can I start a simple workout routine at home with no equ...,44,299.526,0.0754
gemma3:4b,How do I write a professional follow-up email after a job in...,50,299.446,0.0688
gemma3:4b,What are some tips to stay focused while studying?,181,296.920,0.0330
gemma3:4b,What's the difference between anxiety and stress?,48,299.505,0.0707
gemma3:4b,Can you explain inflation in simple terms?,151,297.520,0.0357
gemma3:4b,How do I negotiate my salary during a job offer?,56,299.396,0.0629
gemma3:4b,How do I negotiate my salary during a job offer?,44,299.409,0.0754
gemma3:4b,What are some fun icebreaker questions for team meetings?,100,298.465,0.0435
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,49,299.381,0.0704
gemma3:4b,What are some tips to stay focused while studying?,53,299.383,0.0663
gemma3:4b,How do I negotiate my salary during a job offer?,50,299.463,0.0691
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,106,298.487,0.0418
gemma3:4b,How do I negotiate my salary during a job offer?,49,299.505,0.0697
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,2,300.388,1.2717
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,4,300.364,0.6408
gemma3:4b,What are some fun icebreaker questions for team meetings?,99,298.527,0.0434
gemma3:4b,What's the difference between anxiety and stress?,155,297.474,0.0348
gemma3:4b,What are some tips to stay focused while studying?,100,298.460,0.0441
gemma3:4b,How do I write a professional follow-up email after a job in...,50,299.474,0.0684
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,50,299.499,0.0680
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,56,299.381,0.0629
gemma3:4b,How can I start a simple workout routine at home with no equ...,2,300.384,1.2633
gemma3:4b,How do I negotiate my salary during a job offer?,50,299.476,0.0689
gemma3:4b,How can I start a simple workout routine at home with no equ...,1,300.417,2.5081
gemma3:4b,How do I negotiate my salary during a job offer?,100,298.463,0.0437
gemma3:4b,Can you explain inflation in simple terms?,95,298.559,0.0450
gemma3:4b,What are some tips to stay focused while studying?,50,299.511,0.0677
gemma3:4b,Can you explain inflation in simple terms?,100,298.511,0.0441
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,51,299.506,0.0672
gemma3:4b,How can I start a simple workout routine at home with no equ...,48,299.560,0.0703
gemma3:4b,How can I start a simple workout routine at home with no equ...,49,299.523,0.0696
gemma3:4b,What are some tips to stay focused while studying?,47,299.502,0.0722
gemma3:4b,How do I write a professional follow-up email after a job in...,52,299.400,0.0672
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,95,298.588,0.0456
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,49,299.498,0.0699
gemma3:4b,How do I negotiate my salary during a job offer?,49,299.474,0.0704
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,50,299.492,0.0692
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,52,299.486,0.0669
