TimeSeries ID,container/max_request_concurrencies.cloud_run_revision.ALIGN_DELTA.REDUCE_PERCENTILE_99.metric.type="run.googleapis.com/container/max_request_concurrencies" resource.type="cloud_run_revision" AND resource.labels."location"="us-central1" AND resource.labels."project_id"="llm-workload-characterization2" AND resource.labels."service_name"="ollama-gemma".project_id:llm-workload-characterization2.service_name:ollama-gemma
Sun May 25 2025 18:53:00 GMT+0300 (GMT+03:00),33.9
Sun May 25 2025 18:54:00 GMT+0300 (GMT+03:00),27.9
Sun May 25 2025 18:55:00 GMT+0300 (GMT+03:00),21.9
Sun May 25 2025 18:56:00 GMT+0300 (GMT+03:00),13.9
Sun May 25 2025 18:57:00 GMT+0300 (GMT+03:00),4.95
Sun May 25 2025 18:58:00 GMT+0300 (GMT+03:00),0.99
Sun May 25 2025 18:59:00 GMT+0300 (GMT+03:00),0.99
Sun May 25 2025 19:00:00 GMT+0300 (GMT+03:00),0.99
Sun May 25 2025 19:01:00 GMT+0300 (GMT+03:00),0.99
Sun May 25 2025 19:02:00 GMT+0300 (GMT+03:00),25.9
Sun May 25 2025 19:03:00 GMT+0300 (GMT+03:00),29.9
Sun May 25 2025 19:04:00 GMT+0300 (GMT+03:00),27.95
Sun May 25 2025 19:05:00 GMT+0300 (GMT+03:00),27.9
Sun May 25 2025 19:06:00 GMT+0300 (GMT+03:00),29.9
Sun May 25 2025 19:07:00 GMT+0300 (GMT+03:00),31.9
Sun May 25 2025 19:08:00 GMT+0300 (GMT+03:00),31.9
Sun May 25 2025 19:09:00 GMT+0300 (GMT+03:00),31.9
Sun May 25 2025 19:10:00 GMT+0300 (GMT+03:00),27.9
Sun May 25 2025 19:11:00 GMT+0300 (GMT+03:00),27.9
Sun May 25 2025 19:12:00 GMT+0300 (GMT+03:00),25.9
Sun May 25 2025 19:13:00 GMT+0300 (GMT+03:00),27.9
Sun May 25 2025 19:14:00 GMT+0300 (GMT+03:00),29.9
Sun May 25 2025 19:15:00 GMT+0300 (GMT+03:00),29.9
Sun May 25 2025 19:16:00 GMT+0300 (GMT+03:00),27.9
Sun May 25 2025 19:17:00 GMT+0300 (GMT+03:00),31.95
Sun May 25 2025 19:18:00 GMT+0300 (GMT+03:00),33.9
Sun May 25 2025 19:19:00 GMT+0300 (GMT+03:00),33.95
Sun May 25 2025 19:20:00 GMT+0300 (GMT+03:00),37.9
Sun May 25 2025 19:21:00 GMT+0300 (GMT+03:00),37.9
Sun May 25 2025 19:22:00 GMT+0300 (GMT+03:00),35.9
Sun May 25 2025 19:23:00 GMT+0300 (GMT+03:00),35.9
Sun May 25 2025 19:24:00 GMT+0300 (GMT+03:00),37.9
Sun May 25 2025 19:25:00 GMT+0300 (GMT+03:00),37.9
Sun May 25 2025 19:26:00 GMT+0300 (GMT+03:00),37.9
Sun May 25 2025 19:27:00 GMT+0300 (GMT+03:00),33.9
Sun May 25 2025 19:28:00 GMT+0300 (GMT+03:00),33.9
Sun May 25 2025 19:29:00 GMT+0300 (GMT+03:00),33.95
Sun May 25 2025 19:30:00 GMT+0300 (GMT+03:00),33.9
Sun May 25 2025 19:31:00 GMT+0300 (GMT+03:00),35.9
Sun May 25 2025 19:32:00 GMT+0300 (GMT+03:00),31.92
Sun May 25 2025 19:33:00 GMT+0300 (GMT+03:00),31.92
Sun May 25 2025 19:34:00 GMT+0300 (GMT+03:00),23.9
Sun May 25 2025 19:35:00 GMT+0300 (GMT+03:00),17.9
Sun May 25 2025 19:36:00 GMT+0300 (GMT+03:00),11.9
Sun May 25 2025 19:37:00 GMT+0300 (GMT+03:00),4.95
Sun May 25 2025 19:38:00 GMT+0300 (GMT+03:00),0.99
Sun May 25 2025 19:39:00 GMT+0300 (GMT+03:00),0.99
Sun May 25 2025 19:40:00 GMT+0300 (GMT+03:00),0.99
Sun May 25 2025 19:41:00 GMT+0300 (GMT+03:00),0.99
Sun May 25 2025 19:42:00 GMT+0300 (GMT+03:00),89.75
Sun May 25 2025 19:43:00 GMT+0300 (GMT+03:00),114.75
Sun May 25 2025 19:44:00 GMT+0300 (GMT+03:00),119.75
Sun May 25 2025 19:45:00 GMT+0300 (GMT+03:00),119.75
Sun May 25 2025 19:46:00 GMT+0300 (GMT+03:00),119.75
Sun May 25 2025 19:47:00 GMT+0300 (GMT+03:00),124.75
Sun May 25 2025 19:48:00 GMT+0300 (GMT+03:00),119.75
Sun May 25 2025 19:49:00 GMT+0300 (GMT+03:00),124.75
Sun May 25 2025 19:50:00 GMT+0300 (GMT+03:00),119.75
Sun May 25 2025 19:51:00 GMT+0300 (GMT+03:00),114.75
Sun May 25 2025 19:52:00 GMT+0300 (GMT+03:00),119.75
Sun May 25 2025 19:53:00 GMT+0300 (GMT+03:00),104.875
Sun May 25 2025 19:54:00 GMT+0300 (GMT+03:00),114.8
Sun May 25 2025 19:55:00 GMT+0300 (GMT+03:00),114.75
Sun May 25 2025 19:56:00 GMT+0300 (GMT+03:00),109.8
Sun May 25 2025 19:57:00 GMT+0300 (GMT+03:00),109.75
Sun May 25 2025 19:58:00 GMT+0300 (GMT+03:00),109.875
Sun May 25 2025 19:59:00 GMT+0300 (GMT+03:00),119.75
Sun May 25 2025 20:00:00 GMT+0300 (GMT+03:00),114.75
Sun May 25 2025 20:01:00 GMT+0300 (GMT+03:00),109.75
Sun May 25 2025 20:02:00 GMT+0300 (GMT+03:00),114.75
Sun May 25 2025 20:03:00 GMT+0300 (GMT+03:00),119.75
Sun May 25 2025 20:04:00 GMT+0300 (GMT+03:00),109.75
Sun May 25 2025 20:05:00 GMT+0300 (GMT+03:00),109.75
Sun May 25 2025 20:06:00 GMT+0300 (GMT+03:00),114.75
Sun May 25 2025 20:07:00 GMT+0300 (GMT+03:00),114.75
Sun May 25 2025 20:08:00 GMT+0300 (GMT+03:00),114.75
Sun May 25 2025 20:09:00 GMT+0300 (GMT+03:00),114.875
Sun May 25 2025 20:10:00 GMT+0300 (GMT+03:00),119.75
Sun May 25 2025 20:11:00 GMT+0300 (GMT+03:00),114.875
Sun May 25 2025 20:12:00 GMT+0300 (GMT+03:00),119.75
Sun May 25 2025 20:13:00 GMT+0300 (GMT+03:00),114.75
Sun May 25 2025 20:14:00 GMT+0300 (GMT+03:00),94.75
Sun May 25 2025 20:15:00 GMT+0300 (GMT+03:00),33.9
Sun May 25 2025 20:16:00 GMT+0300 (GMT+03:00),23.9
Sun May 25 2025 20:17:00 GMT+0300 (GMT+03:00),11.9
Sun May 25 2025 20:18:00 GMT+0300 (GMT+03:00),1.9500000000000002
Sun May 25 2025 20:19:00 GMT+0300 (GMT+03:00),0.99
Sun May 25 2025 20:20:00 GMT+0300 (GMT+03:00),0.99
Sun May 25 2025 20:21:00 GMT+0300 (GMT+03:00),0.99
Sun May 25 2025 20:22:00 GMT+0300 (GMT+03:00),109.875
Sun May 25 2025 20:23:00 GMT+0300 (GMT+03:00),109.875
Sun May 25 2025 20:24:00 GMT+0300 (GMT+03:00),109.875
Sun May 25 2025 20:25:00 GMT+0300 (GMT+03:00),109.875
Sun May 25 2025 20:26:00 GMT+0300 (GMT+03:00),114.75
Sun May 25 2025 20:27:00 GMT+0300 (GMT+03:00),114.8
Sun May 25 2025 20:28:00 GMT+0300 (GMT+03:00),119.75
Sun May 25 2025 20:29:00 GMT+0300 (GMT+03:00),119.75
Sun May 25 2025 20:30:00 GMT+0300 (GMT+03:00),114.875
Sun May 25 2025 20:31:00 GMT+0300 (GMT+03:00),119.75
Sun May 25 2025 20:32:00 GMT+0300 (GMT+03:00),119.75
Sun May 25 2025 20:33:00 GMT+0300 (GMT+03:00),124.75
Sun May 25 2025 20:34:00 GMT+0300 (GMT+03:00),124.75
Sun May 25 2025 20:35:00 GMT+0300 (GMT+03:00),124.75
Sun May 25 2025 20:36:00 GMT+0300 (GMT+03:00),129.75
Sun May 25 2025 20:37:00 GMT+0300 (GMT+03:00),129.75
Sun May 25 2025 20:38:00 GMT+0300 (GMT+03:00),129.75
Sun May 25 2025 20:39:00 GMT+0300 (GMT+03:00),109.875
Sun May 25 2025 20:40:00 GMT+0300 (GMT+03:00),114.75
Sun May 25 2025 20:41:00 GMT+0300 (GMT+03:00),114.75
Sun May 25 2025 20:42:00 GMT+0300 (GMT+03:00),114.75
Sun May 25 2025 20:43:00 GMT+0300 (GMT+03:00),119.75
Sun May 25 2025 20:44:00 GMT+0300 (GMT+03:00),124.75
Sun May 25 2025 20:45:00 GMT+0300 (GMT+03:00),124.75
Sun May 25 2025 20:46:00 GMT+0300 (GMT+03:00),119.75
Sun May 25 2025 20:47:00 GMT+0300 (GMT+03:00),119.75
Sun May 25 2025 20:48:00 GMT+0300 (GMT+03:00),114.75
Sun May 25 2025 20:49:00 GMT+0300 (GMT+03:00),114.75
Sun May 25 2025 20:50:00 GMT+0300 (GMT+03:00),119.75
Sun May 25 2025 20:51:00 GMT+0300 (GMT+03:00),119.75
Sun May 25 2025 20:52:00 GMT+0300 (GMT+03:00),119.75
Sun May 25 2025 20:53:00 GMT+0300 (GMT+03:00),119.75
Sun May 25 2025 20:54:00 GMT+0300 (GMT+03:00),64.75
Sun May 25 2025 20:55:00 GMT+0300 (GMT+03:00),33.9
Sun May 25 2025 20:56:00 GMT+0300 (GMT+03:00),21.9
Sun May 25 2025 20:57:00 GMT+0300 (GMT+03:00),8.95
Sun May 25 2025 20:58:00 GMT+0300 (GMT+03:00),0.99
Sun May 25 2025 20:59:00 GMT+0300 (GMT+03:00),0.99
Sun May 25 2025 21:00:00 GMT+0300 (GMT+03:00),0.99
Sun May 25 2025 21:01:00 GMT+0300 (GMT+03:00),0.99
Sun May 25 2025 21:02:00 GMT+0300 (GMT+03:00),64.75
Sun May 25 2025 21:03:00 GMT+0300 (GMT+03:00),189.8
Sun May 25 2025 21:04:00 GMT+0300 (GMT+03:00),214.75
Sun May 25 2025 21:05:00 GMT+0300 (GMT+03:00),214.75
Sun May 25 2025 21:06:00 GMT+0300 (GMT+03:00),214.75
Sun May 25 2025 21:07:00 GMT+0300 (GMT+03:00),214.75
Sun May 25 2025 21:08:00 GMT+0300 (GMT+03:00),219.75
Sun May 25 2025 21:09:00 GMT+0300 (GMT+03:00),234.75
Sun May 25 2025 21:10:00 GMT+0300 (GMT+03:00),234.75
Sun May 25 2025 21:11:00 GMT+0300 (GMT+03:00),234.75
Sun May 25 2025 21:12:00 GMT+0300 (GMT+03:00),234.75
Sun May 25 2025 21:13:00 GMT+0300 (GMT+03:00),214.75
Sun May 25 2025 21:14:00 GMT+0300 (GMT+03:00),219.75
Sun May 25 2025 21:15:00 GMT+0300 (GMT+03:00),209.91666666666666
Sun May 25 2025 21:16:00 GMT+0300 (GMT+03:00),214.75
Sun May 25 2025 21:17:00 GMT+0300 (GMT+03:00),214.875
Sun May 25 2025 21:18:00 GMT+0300 (GMT+03:00),219.75
Sun May 25 2025 21:19:00 GMT+0300 (GMT+03:00),219.75
Sun May 25 2025 21:20:00 GMT+0300 (GMT+03:00),229.75
Sun May 25 2025 21:21:00 GMT+0300 (GMT+03:00),224.8
Sun May 25 2025 21:22:00 GMT+0300 (GMT+03:00),224.75
Sun May 25 2025 21:23:00 GMT+0300 (GMT+03:00),219.75
Sun May 25 2025 21:24:00 GMT+0300 (GMT+03:00),219.75
Sun May 25 2025 21:25:00 GMT+0300 (GMT+03:00),224.75
Sun May 25 2025 21:26:00 GMT+0300 (GMT+03:00),229.75
Sun May 25 2025 21:27:00 GMT+0300 (GMT+03:00),224.75
Sun May 25 2025 21:28:00 GMT+0300 (GMT+03:00),219.75
Sun May 25 2025 21:29:00 GMT+0300 (GMT+03:00),219.75
Sun May 25 2025 21:30:00 GMT+0300 (GMT+03:00),214.75
Sun May 25 2025 21:31:00 GMT+0300 (GMT+03:00),219.75
Sun May 25 2025 21:32:00 GMT+0300 (GMT+03:00),219.75
Sun May 25 2025 21:33:00 GMT+0300 (GMT+03:00),214.75
Sun May 25 2025 21:34:00 GMT+0300 (GMT+03:00),209.75
Sun May 25 2025 21:35:00 GMT+0300 (GMT+03:00),114.75
Sun May 25 2025 21:36:00 GMT+0300 (GMT+03:00),23.9
Sun May 25 2025 21:37:00 GMT+0300 (GMT+03:00),11.9
Sun May 25 2025 21:38:00 GMT+0300 (GMT+03:00),0.99
Sun May 25 2025 21:39:00 GMT+0300 (GMT+03:00),0.99
Sun May 25 2025 21:40:00 GMT+0300 (GMT+03:00),0.99
Sun May 25 2025 21:41:00 GMT+0300 (GMT+03:00),0.99
Sun May 25 2025 21:42:00 GMT+0300 (GMT+03:00),194.75
Sun May 25 2025 21:43:00 GMT+0300 (GMT+03:00),209.9
Sun May 25 2025 21:44:00 GMT+0300 (GMT+03:00),209.875
Sun May 25 2025 21:45:00 GMT+0300 (GMT+03:00),209.875
Sun May 25 2025 21:46:00 GMT+0300 (GMT+03:00),209.91666666666666
Sun May 25 2025 21:47:00 GMT+0300 (GMT+03:00),209.875
Sun May 25 2025 21:48:00 GMT+0300 (GMT+03:00),219.75
Sun May 25 2025 21:49:00 GMT+0300 (GMT+03:00),219.875
Sun May 25 2025 21:50:00 GMT+0300 (GMT+03:00),219.75
Sun May 25 2025 21:51:00 GMT+0300 (GMT+03:00),224.75
Sun May 25 2025 21:52:00 GMT+0300 (GMT+03:00),224.75
Sun May 25 2025 21:53:00 GMT+0300 (GMT+03:00),219.75
Sun May 25 2025 21:54:00 GMT+0300 (GMT+03:00),209.875
Sun May 25 2025 21:55:00 GMT+0300 (GMT+03:00),214.75
Sun May 25 2025 21:56:00 GMT+0300 (GMT+03:00),214.875
Sun May 25 2025 21:57:00 GMT+0300 (GMT+03:00),214.875
Sun May 25 2025 21:58:00 GMT+0300 (GMT+03:00),219.75
Sun May 25 2025 21:59:00 GMT+0300 (GMT+03:00),219.75
Sun May 25 2025 22:00:00 GMT+0300 (GMT+03:00),219.75
Sun May 25 2025 22:01:00 GMT+0300 (GMT+03:00),214.75
Sun May 25 2025 22:02:00 GMT+0300 (GMT+03:00),214.75
Sun May 25 2025 22:03:00 GMT+0300 (GMT+03:00),214.75
Sun May 25 2025 22:04:00 GMT+0300 (GMT+03:00),214.75
Sun May 25 2025 22:05:00 GMT+0300 (GMT+03:00),214.75
Sun May 25 2025 22:06:00 GMT+0300 (GMT+03:00),209.91666666666666
Sun May 25 2025 22:07:00 GMT+0300 (GMT+03:00),214.75
Sun May 25 2025 22:08:00 GMT+0300 (GMT+03:00),219.75
Sun May 25 2025 22:09:00 GMT+0300 (GMT+03:00),224.75
Sun May 25 2025 22:10:00 GMT+0300 (GMT+03:00),224.8
Sun May 25 2025 22:11:00 GMT+0300 (GMT+03:00),229.75
Sun May 25 2025 22:12:00 GMT+0300 (GMT+03:00),224.75
Sun May 25 2025 22:13:00 GMT+0300 (GMT+03:00),219.75
Sun May 25 2025 22:14:00 GMT+0300 (GMT+03:00),214.8
Sun May 25 2025 22:15:00 GMT+0300 (GMT+03:00),39.9
Sun May 25 2025 22:16:00 GMT+0300 (GMT+03:00),25.9
Sun May 25 2025 22:17:00 GMT+0300 (GMT+03:00),15.9
Sun May 25 2025 22:18:00 GMT+0300 (GMT+03:00),6.95
Sun May 25 2025 22:19:00 GMT+0300 (GMT+03:00),0.99
Sun May 25 2025 22:20:00 GMT+0300 (GMT+03:00),0.99
Sun May 25 2025 22:21:00 GMT+0300 (GMT+03:00),0.99
Sun May 25 2025 22:22:00 GMT+0300 (GMT+03:00),69.75
Sun May 25 2025 22:23:00 GMT+0300 (GMT+03:00),189.75
Sun May 25 2025 22:24:00 GMT+0300 (GMT+03:00),304.75
Sun May 25 2025 22:25:00 GMT+0300 (GMT+03:00),324.75
Sun May 25 2025 22:26:00 GMT+0300 (GMT+03:00),324.75
Sun May 25 2025 22:27:00 GMT+0300 (GMT+03:00),319.75
Sun May 25 2025 22:28:00 GMT+0300 (GMT+03:00),324.75
Sun May 25 2025 22:29:00 GMT+0300 (GMT+03:00),314.75
Sun May 25 2025 22:30:00 GMT+0300 (GMT+03:00),324.75
Sun May 25 2025 22:31:00 GMT+0300 (GMT+03:00),324.75
Sun May 25 2025 22:32:00 GMT+0300 (GMT+03:00),319.875
Sun May 25 2025 22:33:00 GMT+0300 (GMT+03:00),319.875
Sun May 25 2025 22:34:00 GMT+0300 (GMT+03:00),309.875
Sun May 25 2025 22:35:00 GMT+0300 (GMT+03:00),324.75
Sun May 25 2025 22:36:00 GMT+0300 (GMT+03:00),339.75
Sun May 25 2025 22:37:00 GMT+0300 (GMT+03:00),339.75
Sun May 25 2025 22:38:00 GMT+0300 (GMT+03:00),339.75
Sun May 25 2025 22:39:00 GMT+0300 (GMT+03:00),329.75
Sun May 25 2025 22:40:00 GMT+0300 (GMT+03:00),309.9166666666667
Sun May 25 2025 22:41:00 GMT+0300 (GMT+03:00),314.75
Sun May 25 2025 22:42:00 GMT+0300 (GMT+03:00),309.875
Sun May 25 2025 22:43:00 GMT+0300 (GMT+03:00),314.75
Sun May 25 2025 22:44:00 GMT+0300 (GMT+03:00),314.75
Sun May 25 2025 22:45:00 GMT+0300 (GMT+03:00),319.75
Sun May 25 2025 22:46:00 GMT+0300 (GMT+03:00),319.75
Sun May 25 2025 22:47:00 GMT+0300 (GMT+03:00),324.75
Sun May 25 2025 22:48:00 GMT+0300 (GMT+03:00),324.75
Sun May 25 2025 22:49:00 GMT+0300 (GMT+03:00),314.75
Sun May 25 2025 22:50:00 GMT+0300 (GMT+03:00),314.875
Sun May 25 2025 22:51:00 GMT+0300 (GMT+03:00),319.75
Sun May 25 2025 22:52:00 GMT+0300 (GMT+03:00),319.75
Sun May 25 2025 22:53:00 GMT+0300 (GMT+03:00),314.75
Sun May 25 2025 22:54:00 GMT+0300 (GMT+03:00),304.75
Sun May 25 2025 22:55:00 GMT+0300 (GMT+03:00),184.75
Sun May 25 2025 22:56:00 GMT+0300 (GMT+03:00),64.75
Sun May 25 2025 22:57:00 GMT+0300 (GMT+03:00),9.975
Sun May 25 2025 22:58:00 GMT+0300 (GMT+03:00),0.99
Sun May 25 2025 22:59:00 GMT+0300 (GMT+03:00),0.99
Sun May 25 2025 23:00:00 GMT+0300 (GMT+03:00),0.99
Sun May 25 2025 23:01:00 GMT+0300 (GMT+03:00),0.99
Sun May 25 2025 23:02:00 GMT+0300 (GMT+03:00),319.75
Sun May 25 2025 23:03:00 GMT+0300 (GMT+03:00),319.75
Sun May 25 2025 23:04:00 GMT+0300 (GMT+03:00),319.75
Sun May 25 2025 23:05:00 GMT+0300 (GMT+03:00),319.8
Sun May 25 2025 23:06:00 GMT+0300 (GMT+03:00),314.8
Sun May 25 2025 23:07:00 GMT+0300 (GMT+03:00),319.75
Sun May 25 2025 23:08:00 GMT+0300 (GMT+03:00),324.75
Sun May 25 2025 23:09:00 GMT+0300 (GMT+03:00),334.75
Sun May 25 2025 23:10:00 GMT+0300 (GMT+03:00),334.75
Sun May 25 2025 23:11:00 GMT+0300 (GMT+03:00),334.75
Sun May 25 2025 23:12:00 GMT+0300 (GMT+03:00),334.75
Sun May 25 2025 23:13:00 GMT+0300 (GMT+03:00),334.75
Sun May 25 2025 23:14:00 GMT+0300 (GMT+03:00),319.75
Sun May 25 2025 23:15:00 GMT+0300 (GMT+03:00),319.75
Sun May 25 2025 23:16:00 GMT+0300 (GMT+03:00),319.8
Sun May 25 2025 23:17:00 GMT+0300 (GMT+03:00),319.75
Sun May 25 2025 23:18:00 GMT+0300 (GMT+03:00),319.75
Sun May 25 2025 23:19:00 GMT+0300 (GMT+03:00),324.75
Sun May 25 2025 23:20:00 GMT+0300 (GMT+03:00),324.75
Sun May 25 2025 23:21:00 GMT+0300 (GMT+03:00),319.75
Sun May 25 2025 23:22:00 GMT+0300 (GMT+03:00),319.75
Sun May 25 2025 23:23:00 GMT+0300 (GMT+03:00),314.875
Sun May 25 2025 23:24:00 GMT+0300 (GMT+03:00),314.75
Sun May 25 2025 23:25:00 GMT+0300 (GMT+03:00),309.875
Sun May 25 2025 23:26:00 GMT+0300 (GMT+03:00),309.875
Sun May 25 2025 23:27:00 GMT+0300 (GMT+03:00),314.75
Sun May 25 2025 23:28:00 GMT+0300 (GMT+03:00),314.75
Sun May 25 2025 23:29:00 GMT+0300 (GMT+03:00),349.75
Sun May 25 2025 23:30:00 GMT+0300 (GMT+03:00),349.75
Sun May 25 2025 23:31:00 GMT+0300 (GMT+03:00),344.75
Sun May 25 2025 23:32:00 GMT+0300 (GMT+03:00),344.75
Sun May 25 2025 23:33:00 GMT+0300 (GMT+03:00),344.75
Sun May 25 2025 23:34:00 GMT+0300 (GMT+03:00),334.75
Sun May 25 2025 23:35:00 GMT+0300 (GMT+03:00),33.9
Sun May 25 2025 23:36:00 GMT+0300 (GMT+03:00),25.9
Sun May 25 2025 23:37:00 GMT+0300 (GMT+03:00),17.9
Sun May 25 2025 23:38:00 GMT+0300 (GMT+03:00),7.95
Sun May 25 2025 23:39:00 GMT+0300 (GMT+03:00),0.99
Sun May 25 2025 23:40:00 GMT+0300 (GMT+03:00),0.99
Sun May 25 2025 23:41:00 GMT+0300 (GMT+03:00),0.99
Sun May 25 2025 23:42:00 GMT+0300 (GMT+03:00),64.75
Sun May 25 2025 23:43:00 GMT+0300 (GMT+03:00),184.75
Sun May 25 2025 23:44:00 GMT+0300 (GMT+03:00),309.75
Sun May 25 2025 23:45:00 GMT+0300 (GMT+03:00),429.75
Sun May 25 2025 23:46:00 GMT+0300 (GMT+03:00),429.75
Sun May 25 2025 23:47:00 GMT+0300 (GMT+03:00),429.75
Sun May 25 2025 23:48:00 GMT+0300 (GMT+03:00),419.875
Sun May 25 2025 23:49:00 GMT+0300 (GMT+03:00),419.75
Sun May 25 2025 23:50:00 GMT+0300 (GMT+03:00),434.8
Sun May 25 2025 23:51:00 GMT+0300 (GMT+03:00),449.75
Sun May 25 2025 23:52:00 GMT+0300 (GMT+03:00),454.75
Sun May 25 2025 23:53:00 GMT+0300 (GMT+03:00),454.75
Sun May 25 2025 23:54:00 GMT+0300 (GMT+03:00),429.75
Sun May 25 2025 23:55:00 GMT+0300 (GMT+03:00),419.75
Sun May 25 2025 23:56:00 GMT+0300 (GMT+03:00),414.875
Sun May 25 2025 23:57:00 GMT+0300 (GMT+03:00),409.875
Sun May 25 2025 23:58:00 GMT+0300 (GMT+03:00),409.8
Sun May 25 2025 23:59:00 GMT+0300 (GMT+03:00),409.75
Mon May 26 2025 00:00:00 GMT+0300 (GMT+03:00),409.75
Mon May 26 2025 00:01:00 GMT+0300 (GMT+03:00),424.75
Mon May 26 2025 00:02:00 GMT+0300 (GMT+03:00),424.75
Mon May 26 2025 00:03:00 GMT+0300 (GMT+03:00),424.75
Mon May 26 2025 00:04:00 GMT+0300 (GMT+03:00),429.75
Mon May 26 2025 00:05:00 GMT+0300 (GMT+03:00),434.75
Mon May 26 2025 00:06:00 GMT+0300 (GMT+03:00),424.75
Mon May 26 2025 00:07:00 GMT+0300 (GMT+03:00),429.75
Mon May 26 2025 00:08:00 GMT+0300 (GMT+03:00),434.75
Mon May 26 2025 00:09:00 GMT+0300 (GMT+03:00),419.75
Mon May 26 2025 00:10:00 GMT+0300 (GMT+03:00),429.75
Mon May 26 2025 00:11:00 GMT+0300 (GMT+03:00),424.75
Mon May 26 2025 00:12:00 GMT+0300 (GMT+03:00),419.75
Mon May 26 2025 00:13:00 GMT+0300 (GMT+03:00),414.875
Mon May 26 2025 00:14:00 GMT+0300 (GMT+03:00),409.75
Mon May 26 2025 00:15:00 GMT+0300 (GMT+03:00),324.75
Mon May 26 2025 00:16:00 GMT+0300 (GMT+03:00),199.75
Mon May 26 2025 00:17:00 GMT+0300 (GMT+03:00),79.75
Mon May 26 2025 00:18:00 GMT+0300 (GMT+03:00),5.95
Mon May 26 2025 00:19:00 GMT+0300 (GMT+03:00),0.99
Mon May 26 2025 00:20:00 GMT+0300 (GMT+03:00),0.99
Mon May 26 2025 00:21:00 GMT+0300 (GMT+03:00),0.99
Mon May 26 2025 00:22:00 GMT+0300 (GMT+03:00),344.75
Mon May 26 2025 00:23:00 GMT+0300 (GMT+03:00),409.75
Mon May 26 2025 00:24:00 GMT+0300 (GMT+03:00),414.75
Mon May 26 2025 00:25:00 GMT+0300 (GMT+03:00),414.75
Mon May 26 2025 00:26:00 GMT+0300 (GMT+03:00),414.875
Mon May 26 2025 00:27:00 GMT+0300 (GMT+03:00),414.875
Mon May 26 2025 00:28:00 GMT+0300 (GMT+03:00),414.9166666666667
Mon May 26 2025 00:29:00 GMT+0300 (GMT+03:00),419.75
Mon May 26 2025 00:30:00 GMT+0300 (GMT+03:00),419.75
Mon May 26 2025 00:31:00 GMT+0300 (GMT+03:00),419.75
Mon May 26 2025 00:32:00 GMT+0300 (GMT+03:00),419.75
Mon May 26 2025 00:33:00 GMT+0300 (GMT+03:00),409.75
Mon May 26 2025 00:34:00 GMT+0300 (GMT+03:00),414.75
Mon May 26 2025 00:35:00 GMT+0300 (GMT+03:00),419.75
