TimeSeries ID,container/network/received_bytes_count.cloud_run_revision.ALIGN_RATE.REDUCE_NONE.metric.type="run.googleapis.com/container/network/received_bytes_count" resource.type="cloud_run_revision" AND resource.labels."location"="us-central1" AND resource.labels."project_id"="llm-workload-characterization3" AND resource.labels."service_name"="ollama-llama".+60s.configuration_name:ollama-llama.location:us-central1.project_id:llm-workload-characterization3.revision_name:ollama-llama-00001-k2j.service_name:ollama-llama.kind:google,container/network/received_bytes_count.cloud_run_revision.ALIGN_RATE.REDUCE_NONE.metric.type="run.googleapis.com/container/network/received_bytes_count" resource.type="cloud_run_revision" AND resource.labels."location"="us-central1" AND resource.labels."project_id"="llm-workload-characterization3" AND resource.labels."service_name"="ollama-llama".+60s.configuration_name:ollama-llama.location:us-central1.project_id:llm-workload-characterization3.revision_name:ollama-llama-00001-k2j.service_name:ollama-llama.kind:internet,container/network/received_bytes_count.cloud_run_revision.ALIGN_RATE.REDUCE_NONE.metric.type="run.googleapis.com/container/network/received_bytes_count" resource.type="cloud_run_revision" AND resource.labels."location"="us-central1" AND resource.labels."project_id"="llm-workload-characterization3" AND resource.labels."service_name"="ollama-llama".+60s.configuration_name:ollama-llama.location:us-central1.project_id:llm-workload-characterization3.revision_name:ollama-llama-00001-k2j.service_name:ollama-llama.kind:private
Sun May 25 2025 19:32:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 19:33:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 19:34:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 19:35:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 19:36:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 19:37:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 19:38:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 19:39:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 19:40:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 19:41:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 19:42:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 19:43:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 19:44:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 19:45:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 19:46:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 19:47:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 19:48:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 19:49:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 19:50:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 19:51:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 19:52:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 19:53:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 19:54:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 19:55:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 19:56:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 19:57:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 19:58:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 19:59:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 20:00:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 20:01:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 20:03:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 20:04:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 20:05:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 20:06:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 20:07:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 20:08:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 20:09:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 20:10:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 20:11:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 20:12:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 20:13:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 20:14:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 20:15:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 20:16:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 20:17:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 20:18:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 20:19:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 20:20:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 20:21:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 20:22:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 20:23:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 20:24:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 20:25:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 20:26:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 20:27:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 20:28:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 20:29:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 20:30:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 20:31:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 20:32:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 20:33:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 20:34:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 20:35:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 20:36:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 20:37:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 20:38:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 20:39:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 20:40:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 20:41:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 20:42:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 20:43:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 20:44:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 20:45:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 20:46:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 20:47:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 20:48:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 20:49:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 20:50:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 20:51:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 20:52:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 20:53:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 20:54:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 20:55:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 20:56:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 20:57:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 20:58:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 20:59:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 21:00:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 21:01:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 21:02:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 21:03:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 21:04:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 21:05:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 21:06:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 21:07:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 21:08:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 21:09:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 21:10:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 21:11:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 21:12:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 21:13:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 21:14:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 21:15:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 21:16:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 21:17:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 21:18:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 21:19:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 21:20:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 21:21:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 21:22:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 21:23:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 21:24:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 21:25:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 21:26:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 21:27:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 21:28:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 21:29:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 21:30:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 21:31:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 21:32:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 21:33:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 21:34:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 21:35:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 21:36:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 21:37:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 21:38:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 21:39:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 21:40:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 21:41:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 21:42:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 21:43:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 21:44:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 21:45:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 21:46:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 21:47:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 21:48:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 21:49:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 21:50:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 21:51:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 21:52:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 21:53:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 21:54:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 21:55:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 21:56:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 21:57:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 21:58:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 21:59:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 22:00:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 22:01:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 22:02:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 22:03:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 22:04:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 22:05:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 22:06:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 22:07:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 22:08:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 22:09:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 22:10:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 22:11:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 22:12:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 22:13:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 22:14:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 22:15:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 22:16:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 22:17:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 22:18:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 22:19:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 22:20:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 22:21:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 22:22:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 22:23:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 22:24:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 22:25:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 22:26:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 22:27:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 22:28:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 22:29:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 22:30:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 22:31:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 22:32:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 22:33:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 22:34:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 22:35:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 22:36:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 22:37:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 22:38:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 22:39:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 22:40:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 22:41:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 22:42:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 22:43:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 22:44:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 22:45:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 22:46:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 22:47:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 22:48:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 22:49:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 22:50:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 22:51:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 22:52:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 22:53:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 22:54:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 22:55:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 22:56:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 22:57:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 22:58:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 22:59:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 23:00:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 23:01:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 23:02:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 23:03:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 23:04:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 23:05:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 23:06:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 23:07:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 23:08:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 23:09:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 23:10:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 23:11:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 23:12:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 23:13:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 23:14:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 23:15:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 23:16:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 23:17:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 23:18:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 23:19:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 23:20:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 23:21:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 23:22:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 23:23:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 23:24:00 GMT+0300 (GMT+03:00),0,0,0
