Model,Prompt,Tokens,TTFT (s),Avg Time/Token (s)
llama3:8b,What are some fun icebreaker questions for team meetings?,391,82.524,0.0322
llama3:8b,How do I write a professional follow-up email after a job in...,536,78.355,0.0325
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,303,88.326,0.0321
llama3:8b,What's the difference between anxiety and stress?,485,81.750,0.0326
llama3:8b,How do I write a professional follow-up email after a job in...,558,80.100,0.0329
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,303,91.567,0.0319
llama3:8b,What are some fun icebreaker questions for team meetings?,436,85.811,0.0335
llama3:8b,Can you explain inflation in simple terms?,438,88.436,0.0328
llama3:8b,How do I write a professional follow-up email after a job in...,556,86.538,0.0333
llama3:8b,How do I negotiate my salary during a job offer?,655,84.628,0.0328
llama3:8b,How can I start a simple workout routine at home with no equ...,494,89.386,0.0334
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,609,87.925,0.0324
llama3:8b,What are some tips to stay focused while studying?,581,88.577,0.0334
llama3:8b,What's the difference between anxiety and stress?,542,91.154,0.0328
llama3:8b,How do I write a professional follow-up email after a job in...,481,92.362,0.0328
llama3:8b,How do I negotiate my salary during a job offer?,611,89.062,0.0328
llama3:8b,Can you explain inflation in simple terms?,484,96.184,0.0314
llama3:8b,What are some tips to stay focused while studying?,583,92.251,0.0316
llama3:8b,What are some fun icebreaker questions for team meetings?,405,95.600,0.0324
llama3:8b,How do I write a professional follow-up email after a job in...,546,92.594,0.0316
llama3:8b,What are some fun icebreaker questions for team meetings?,598,90.680,0.0322
llama3:8b,Can you explain inflation in simple terms?,442,95.198,0.0312
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,548,95.854,0.0328
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,407,99.407,0.0324
llama3:8b,How do I write a professional follow-up email after a job in...,555,98.494,0.0328
llama3:8b,What's the difference between anxiety and stress?,394,104.150,0.0331
llama3:8b,How can I start a simple workout routine at home with no equ...,547,100.424,0.0330
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,809,93.455,0.0329
llama3:8b,What are some tips to stay focused while studying?,408,106.705,0.0328
llama3:8b,How can I start a simple workout routine at home with no equ...,492,105.142,0.0330
llama3:8b,How can I start a simple workout routine at home with no equ...,593,102.908,0.0329
llama3:8b,What are some fun icebreaker questions for team meetings?,417,108.731,0.0319
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,412,109.081,0.0327
llama3:8b,What's the difference between anxiety and stress?,491,108.002,0.0331
llama3:8b,Can you explain inflation in simple terms?,447,112.064,0.0319
llama3:8b,How do I negotiate my salary during a job offer?,564,104.967,0.0329
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,480,109.150,0.0331
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,360,113.662,0.0327
llama3:8b,How do I write a professional follow-up email after a job in...,500,109.900,0.0319
llama3:8b,How can I start a simple workout routine at home with no equ...,541,109.255,0.0331
llama3:8b,How do I negotiate my salary during a job offer?,520,108.823,0.0328
llama3:8b,Can you summarize the key points of the book Atomic Habits?,548,109.445,0.0319
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,351,115.781,0.0332
llama3:8b,Can you summarize the key points of the book Atomic Habits?,579,112.982,0.0331
llama3:8b,How do I write a professional follow-up email after a job in...,797,106.013,0.0326
llama3:8b,How can I start a simple workout routine at home with no equ...,525,116.192,0.0324
llama3:8b,What are some fun icebreaker questions for team meetings?,383,124.092,0.0324
llama3:8b,How do I write a professional follow-up email after a job in...,536,117.516,0.0324
llama3:8b,Can you summarize the key points of the book Atomic Habits?,497,118.138,0.0325
llama3:8b,Can you explain inflation in simple terms?,448,121.516,0.0325
llama3:8b,How do I write a professional follow-up email after a job in...,397,126.403,0.0325
llama3:8b,What's the difference between anxiety and stress?,564,121.125,0.0329
llama3:8b,Can you explain inflation in simple terms?,421,124.136,0.0323
llama3:8b,How do I negotiate my salary during a job offer?,496,122.621,0.0324
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,433,126.014,0.0326
llama3:8b,Can you summarize the key points of the book Atomic Habits?,545,125.339,0.0324
llama3:8b,How can I start a simple workout routine at home with no equ...,544,124.567,0.0328
llama3:8b,How can I start a simple workout routine at home with no equ...,469,127.492,0.0324
llama3:8b,Can you summarize the key points of the book Atomic Habits?,492,126.949,0.0324
llama3:8b,What are some tips to stay focused while studying?,533,124.934,0.0328
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,676,121.499,0.0327
llama3:8b,How can I start a simple workout routine at home with no equ...,559,128.267,0.0325
llama3:8b,How do I negotiate my salary during a job offer?,599,124.549,0.0324
llama3:8b,What's the difference between anxiety and stress?,394,135.088,0.0330
llama3:8b,What's the difference between anxiety and stress?,431,132.259,0.0323
llama3:8b,What's the difference between anxiety and stress?,387,134.317,0.0330
llama3:8b,Can you explain inflation in simple terms?,290,138.775,0.0327
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,358,136.359,0.0323
llama3:8b,How do I write a professional follow-up email after a job in...,531,137.054,0.0326
llama3:8b,How can I start a simple workout routine at home with no equ...,549,133.595,0.0324
llama3:8b,Can you explain inflation in simple terms?,403,142.279,0.0319
llama3:8b,What are some tips to stay focused while studying?,529,138.173,0.0327
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,477,137.822,0.0328
llama3:8b,How do I negotiate my salary during a job offer?,628,135.365,0.0325
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,360,145.265,0.0324
llama3:8b,What are some tips to stay focused while studying?,500,141.053,0.0327
llama3:8b,Can you explain inflation in simple terms?,427,143.463,0.0326
llama3:8b,How do I negotiate my salary during a job offer?,511,140.533,0.0322
llama3:8b,How do I write a professional follow-up email after a job in...,498,143.869,0.0324
llama3:8b,Can you explain inflation in simple terms?,448,144.018,0.0324
llama3:8b,How do I write a professional follow-up email after a job in...,526,140.994,0.0325
llama3:8b,How can I start a simple workout routine at home with no equ...,528,141.400,0.0321
llama3:8b,Can you summarize the key points of the book Atomic Habits?,622,144.686,0.0326
llama3:8b,How do I negotiate my salary during a job offer?,566,145.147,0.0321
llama3:8b,Can you summarize the key points of the book Atomic Habits?,561,145.175,0.0322
llama3:8b,Can you explain inflation in simple terms?,381,153.360,0.0322
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,847,138.698,0.0326
llama3:8b,What are some tips to stay focused while studying?,556,146.360,0.0326
llama3:8b,How do I negotiate my salary during a job offer?,572,147.990,0.0320
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,391,153.475,0.0330
llama3:8b,How can I start a simple workout routine at home with no equ...,555,153.242,0.0320
llama3:8b,What are some tips to stay focused while studying?,545,152.579,0.0326
llama3:8b,What's the difference between anxiety and stress?,474,157.852,0.0330
llama3:8b,What are some fun icebreaker questions for team meetings?,395,159.462,0.0319
llama3:8b,Can you explain inflation in simple terms?,431,158.099,0.0325
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,286,162.449,0.0332
llama3:8b,What are some fun icebreaker questions for team meetings?,502,156.487,0.0326
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,471,162.175,0.0329
llama3:8b,What are some fun icebreaker questions for team meetings?,493,157.661,0.0330
llama3:8b,Can you summarize the key points of the book Atomic Habits?,560,157.481,0.0326
llama3:8b,What are some tips to stay focused while studying?,542,157.128,0.0329
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,792,153.390,0.0322
llama3:8b,Can you explain inflation in simple terms?,423,164.474,0.0325
llama3:8b,How can I start a simple workout routine at home with no equ...,679,157.075,0.0327
llama3:8b,What are some fun icebreaker questions for team meetings?,439,162.709,0.0333
llama3:8b,How can I start a simple workout routine at home with no equ...,591,164.080,0.0328
llama3:8b,How do I negotiate my salary during a job offer?,498,167.365,0.0327
llama3:8b,How do I negotiate my salary during a job offer?,523,164.540,0.0327
llama3:8b,How can I start a simple workout routine at home with no equ...,579,163.423,0.0330
llama3:8b,Can you summarize the key points of the book Atomic Habits?,530,167.565,0.0321
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,424,171.069,0.0329
llama3:8b,What are some fun icebreaker questions for team meetings?,439,172.433,0.0330
llama3:8b,What are some fun icebreaker questions for team meetings?,408,173.892,0.0329
llama3:8b,How do I write a professional follow-up email after a job in...,494,171.183,0.0332
llama3:8b,What are some tips to stay focused while studying?,549,171.520,0.0323
llama3:8b,Can you summarize the key points of the book Atomic Habits?,523,171.274,0.0331
llama3:8b,Can you summarize the key points of the book Atomic Habits?,473,172.859,0.0324
llama3:8b,What's the difference between anxiety and stress?,487,172.740,0.0326
llama3:8b,What are some tips to stay focused while studying?,534,175.013,0.0328
llama3:8b,What are some tips to stay focused while studying?,540,176.788,0.0329
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,430,180.268,0.0334
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,275,183.052,0.0327
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,645,176.006,0.0329
llama3:8b,What are some fun icebreaker questions for team meetings?,448,178.375,0.0335
llama3:8b,What are some fun icebreaker questions for team meetings?,371,184.626,0.0327
llama3:8b,Can you summarize the key points of the book Atomic Habits?,572,181.402,0.0327
llama3:8b,Can you summarize the key points of the book Atomic Habits?,469,183.627,0.0322
llama3:8b,How do I write a professional follow-up email after a job in...,682,180.063,0.0326
llama3:8b,What's the difference between anxiety and stress?,443,185.942,0.0327
llama3:8b,How do I negotiate my salary during a job offer?,549,182.526,0.0334
llama3:8b,How do I write a professional follow-up email after a job in...,619,181.767,0.0327
llama3:8b,What are some fun icebreaker questions for team meetings?,493,187.349,0.0318
llama3:8b,Can you explain inflation in simple terms?,459,191.629,0.0318
llama3:8b,Can you explain inflation in simple terms?,391,193.291,0.0322
llama3:8b,How can I start a simple workout routine at home with no equ...,524,189.263,0.0318
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,408,192.619,0.0328
llama3:8b,What are some tips to stay focused while studying?,571,190.609,0.0324
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,368,196.881,0.0320
llama3:8b,How can I start a simple workout routine at home with no equ...,666,189.475,0.0327
llama3:8b,How can I start a simple workout routine at home with no equ...,491,192.597,0.0324
llama3:8b,What's the difference between anxiety and stress?,484,195.151,0.0324
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,844,184.764,0.0326
llama3:8b,Can you explain inflation in simple terms?,431,199.151,0.0322
llama3:8b,Can you summarize the key points of the book Atomic Habits?,603,192.782,0.0325
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,732,189.579,0.0329
llama3:8b,What are some tips to stay focused while studying?,590,193.459,0.0326
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,394,199.977,0.0323
llama3:8b,Can you explain inflation in simple terms?,263,204.889,0.0321
llama3:8b,What are some fun icebreaker questions for team meetings?,446,201.076,0.0332
llama3:8b,What are some tips to stay focused while studying?,547,197.385,0.0330
llama3:8b,What are some tips to stay focused while studying?,601,197.831,0.0321
llama3:8b,What are some fun icebreaker questions for team meetings?,419,207.372,0.0334
llama3:8b,How can I start a simple workout routine at home with no equ...,694,198.574,0.0332
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,583,208.110,0.0323
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,632,206.299,0.0323
llama3:8b,What are some tips to stay focused while studying?,589,205.999,0.0323
llama3:8b,What are some tips to stay focused while studying?,581,206.769,0.0320
llama3:8b,How can I start a simple workout routine at home with no equ...,454,209.124,0.0317
llama3:8b,What are some tips to stay focused while studying?,598,207.070,0.0334
llama3:8b,Can you summarize the key points of the book Atomic Habits?,570,208.559,0.0321
llama3:8b,Can you summarize the key points of the book Atomic Habits?,470,213.701,0.0325
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,744,204.195,0.0330
llama3:8b,How do I negotiate my salary during a job offer?,555,214.785,0.0325
llama3:8b,Can you explain inflation in simple terms?,432,216.969,0.0338
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,604,211.415,0.0325
llama3:8b,Can you summarize the key points of the book Atomic Habits?,596,212.783,0.0325
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,354,220.730,0.0339
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,787,209.896,0.0330
llama3:8b,What are some fun icebreaker questions for team meetings?,533,217.505,0.0328
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,686,212.423,0.0324
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,851,212.297,0.0330
llama3:8b,Can you explain inflation in simple terms?,449,222.784,0.0323
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,289,229.879,0.0331
llama3:8b,How can I start a simple workout routine at home with no equ...,712,218.265,0.0323
llama3:8b,Can you summarize the key points of the book Atomic Habits?,589,222.446,0.0338
llama3:8b,Can you summarize the key points of the book Atomic Habits?,518,223.593,0.0332
llama3:8b,How can I start a simple workout routine at home with no equ...,634,221.967,0.0323
llama3:8b,How do I negotiate my salary during a job offer?,549,226.435,0.0332
llama3:8b,What's the difference between anxiety and stress?,531,225.117,0.0339
llama3:8b,What's the difference between anxiety and stress?,501,231.025,0.0330
llama3:8b,How do I write a professional follow-up email after a job in...,605,223.128,0.0324
llama3:8b,How do I negotiate my salary during a job offer?,542,225.832,0.0333
llama3:8b,What are some fun icebreaker questions for team meetings?,402,233.045,0.0337
llama3:8b,How do I write a professional follow-up email after a job in...,525,230.550,0.0336
llama3:8b,What are some fun icebreaker questions for team meetings?,431,232.766,0.0336
llama3:8b,What are some fun icebreaker questions for team meetings?,519,235.261,0.0330
llama3:8b,What's the difference between anxiety and stress?,521,230.167,0.0331
llama3:8b,Can you summarize the key points of the book Atomic Habits?,582,228.850,0.0334
llama3:8b,What are some tips to stay focused while studying?,500,232.932,0.0336
llama3:8b,How do I negotiate my salary during a job offer?,533,234.705,0.0327
llama3:8b,What are some fun icebreaker questions for team meetings?,504,236.466,0.0336
llama3:8b,What are some fun icebreaker questions for team meetings?,371,239.805,0.0323
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,375,240.624,0.0322
llama3:8b,How do I write a professional follow-up email after a job in...,491,238.532,0.0327
llama3:8b,Can you summarize the key points of the book Atomic Habits?,562,237.427,0.0323
llama3:8b,How can I start a simple workout routine at home with no equ...,478,240.484,0.0325
llama3:8b,What's the difference between anxiety and stress?,461,242.675,0.0323
llama3:8b,What are some tips to stay focused while studying?,501,241.741,0.0322
llama3:8b,Can you summarize the key points of the book Atomic Habits?,498,241.764,0.0321
llama3:8b,Can you summarize the key points of the book Atomic Habits?,627,239.343,0.0323
llama3:8b,Can you explain inflation in simple terms?,418,249.285,0.0321
llama3:8b,Can you explain inflation in simple terms?,432,248.391,0.0320
llama3:8b,What are some fun icebreaker questions for team meetings?,392,249.782,0.0329
llama3:8b,How can I start a simple workout routine at home with no equ...,626,245.012,0.0320
llama3:8b,How can I start a simple workout routine at home with no equ...,581,246.691,0.0330
llama3:8b,How do I write a professional follow-up email after a job in...,581,249.492,0.0320
llama3:8b,What are some fun icebreaker questions for team meetings?,434,253.189,0.0321
llama3:8b,What are some tips to stay focused while studying?,588,247.300,0.0325
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,792,243.135,0.0326
llama3:8b,How do I write a professional follow-up email after a job in...,483,252.466,0.0327
llama3:8b,What are some fun icebreaker questions for team meetings?,452,258.744,0.0317
llama3:8b,How can I start a simple workout routine at home with no equ...,547,254.751,0.0324
llama3:8b,How do I write a professional follow-up email after a job in...,495,256.065,0.0331
llama3:8b,What's the difference between anxiety and stress?,419,257.804,0.0328
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,769,249.400,0.0327
llama3:8b,What are some tips to stay focused while studying?,553,256.646,0.0325
llama3:8b,What's the difference between anxiety and stress?,510,259.930,0.0325
llama3:8b,What's the difference between anxiety and stress?,530,259.627,0.0321
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,761,256.884,0.0325
llama3:8b,What's the difference between anxiety and stress?,474,261.725,0.0326
llama3:8b,What's the difference between anxiety and stress?,522,259.752,0.0336
llama3:8b,How do I negotiate my salary during a job offer?,549,261.276,0.0324
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,334,268.356,0.0324
llama3:8b,What are some tips to stay focused while studying?,601,261.673,0.0328
llama3:8b,What are some fun icebreaker questions for team meetings?,454,268.141,0.0326
llama3:8b,Can you summarize the key points of the book Atomic Habits?,456,271.247,0.0330
llama3:8b,How can I start a simple workout routine at home with no equ...,506,267.905,0.0328
llama3:8b,How can I start a simple workout routine at home with no equ...,647,263.131,0.0332
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,452,273.557,0.0327
llama3:8b,Can you explain inflation in simple terms?,402,275.649,0.0317
llama3:8b,Can you explain inflation in simple terms?,457,270.545,0.0328
llama3:8b,How can I start a simple workout routine at home with no equ...,594,270.077,0.0320
llama3:8b,Can you explain inflation in simple terms?,474,277.693,0.0330
llama3:8b,Can you explain inflation in simple terms?,483,276.659,0.0334
llama3:8b,Can you summarize the key points of the book Atomic Habits?,551,271.542,0.0333
llama3:8b,Can you explain inflation in simple terms?,429,277.655,0.0335
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,729,269.025,0.0335
llama3:8b,What are some tips to stay focused while studying?,579,272.697,0.0329
llama3:8b,What are some fun icebreaker questions for team meetings?,427,279.456,0.0329
llama3:8b,What's the difference between anxiety and stress?,432,280.226,0.0331
llama3:8b,How can I start a simple workout routine at home with no equ...,464,281.332,0.0329
llama3:8b,What's the difference between anxiety and stress?,527,279.115,0.0321
llama3:8b,What's the difference between anxiety and stress?,441,286.776,0.0334
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,348,292.496,0.0328
llama3:8b,Can you summarize the key points of the book Atomic Habits?,625,278.335,0.0333
llama3:8b,What are some tips to stay focused while studying?,563,280.343,0.0331
llama3:8b,How can I start a simple workout routine at home with no equ...,618,285.944,0.0324
llama3:8b,How can I start a simple workout routine at home with no equ...,575,285.565,0.0331
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,411,290.282,0.0328
llama3:8b,Can you summarize the key points of the book Atomic Habits?,494,289.398,0.0330
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,309,295.596,0.0328
llama3:8b,Can you summarize the key points of the book Atomic Habits?,178,302.155,0.0471
llama3:8b,What's the difference between anxiety and stress?,102,299.963,0.0577
llama3:8b,Can you explain inflation in simple terms?,42,301.075,0.0924
llama3:8b,How do I write a professional follow-up email after a job in...,21,302.885,0.1500
llama3:8b,Can you summarize the key points of the book Atomic Habits?,399,288.355,0.0394
llama3:8b,How can I start a simple workout routine at home with no equ...,20,301.058,0.1587
llama3:8b,How can I start a simple workout routine at home with no equ...,350,297.002,0.0410
llama3:8b,What are some fun icebreaker questions for team meetings?,8,305.561,0.3503
llama3:8b,How do I negotiate my salary during a job offer?,158,298.560,0.0494
llama3:8b,What's the difference between anxiety and stress?,308,291.478,0.0419
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,11,303.551,0.2604
llama3:8b,Can you summarize the key points of the book Atomic Habits?,7,304.727,0.3889
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,284,295.624,0.0418
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,283,292.624,0.0420
llama3:8b,How can I start a simple workout routine at home with no equ...,41,302.642,0.0954
llama3:8b,How do I negotiate my salary during a job offer?,562,283.631,0.0375
llama3:8b,How do I write a professional follow-up email after a job in...,377,291.897,0.0394
llama3:8b,What are some tips to stay focused while studying?,18,301.691,0.1703
llama3:8b,Can you summarize the key points of the book Atomic Habits?,120,297.271,0.0540
llama3:8b,How do I write a professional follow-up email after a job in...,11,300.952,0.2555
llama3:8b,What are some tips to stay focused while studying?,11,305.946,0.2574
llama3:8b,What's the difference between anxiety and stress?,341,293.056,0.0402
llama3:8b,What are some tips to stay focused while studying?,12,306.965,0.2364
llama3:8b,How can I start a simple workout routine at home with no equ...,9,307.054,0.3066
llama3:8b,What are some tips to stay focused while studying?,12,303.041,0.2416
llama3:8b,How do I negotiate my salary during a job offer?,12,301.037,0.2422
llama3:8b,Can you explain inflation in simple terms?,11,301.069,0.2589
llama3:8b,How do I negotiate my salary during a job offer?,2,301.456,1.2428
